case_id,distance,edges,emergency,exact,found,nodes,oracle,path_distance,ratio,seed,solver,steps,strategy,time_ms,topology,valid,within10,work
30,38.0,669,False,True,True,370,False,38.0,1.0,0,dijkstra,367,,2.660449999893899,culdesac,True,True,1328
30,38.0,669,False,True,True,370,False,38.0,1.0,0,bidir,325,,5.009672000596765,culdesac,True,True,1181
30,38.0,669,False,True,True,370,False,38.0,1.0,0,astar,311,,2.1935790000497946,culdesac,True,True,1125
30,38.0,669,False,True,True,370,False,38.0,1.0,0,dg5_clean,80,,2.760070000476844,culdesac,True,True,1786
30,38.0,669,False,True,True,370,False,38.0,1.0,0,dg6,4,geometric_corridor,1.8595770006868406,culdesac,True,True,167
31,38.0,669,False,True,True,370,False,38.0,1.0,1,dijkstra,367,,2.6462490004632855,culdesac,True,True,1328
31,38.0,669,False,True,True,370,False,38.0,1.0,1,bidir,325,,4.307015999984287,culdesac,True,True,1181
31,38.0,669,False,True,True,370,False,38.0,1.0,1,astar,311,,1.9813689996226458,culdesac,True,True,1125
31,38.0,669,False,True,True,370,False,38.0,1.0,1,dg5_clean,80,,3.110126000137825,culdesac,True,True,1786
31,38.0,669,False,True,True,370,False,38.0,1.0,1,dg6,4,geometric_corridor,2.098956000736507,culdesac,True,True,167
32,38.0,669,False,True,True,370,False,38.0,1.0,2,dijkstra,367,,2.5923379998857854,culdesac,True,True,1328
32,38.0,669,False,True,True,370,False,38.0,1.0,2,bidir,325,,5.186829000194848,culdesac,True,True,1181
32,38.0,669,False,True,True,370,False,38.0,1.0,2,astar,311,,1.9387849997656303,culdesac,True,True,1125
32,38.0,669,False,True,True,370,False,38.0,1.0,2,dg5_clean,80,,3.5134939998897607,culdesac,True,True,1786
32,38.0,669,False,True,True,370,False,38.0,1.0,2,dg6,4,geometric_corridor,1.915580999593658,culdesac,True,True,167
33,78.0,2939,False,True,True,1540,False,78.0,1.0,0,dijkstra,1534,,14.683547999993607,culdesac,True,True,5858
33,78.0,2939,False,True,True,1540,False,78.0,1.0,0,bidir,1376,,27.320238999891444,culdesac,True,True,5263
33,78.0,2939,False,True,True,1540,False,78.0,1.0,0,astar,1307,,13.12299199980771,culdesac,True,True,4995
33,78.0,2939,False,True,True,1540,False,78.0,1.0,0,dg5_clean,156,,12.945804999617394,culdesac,True,True,7572
33,78.0,2939,False,True,True,1540,False,78.0,1.0,0,dg6,6,geometric_corridor,5.9864719996767235,culdesac,True,True,693
34,78.0,2939,False,True,True,1540,False,78.0,1.0,1,dijkstra,1534,,15.152763000514824,culdesac,True,True,5858
34,78.0,2939,False,True,True,1540,False,78.0,1.0,1,bidir,1376,,27.189252000425768,culdesac,True,True,5263
34,78.0,2939,False,True,True,1540,False,78.0,1.0,1,astar,1307,,13.018595000175992,culdesac,True,True,4995
34,78.0,2939,False,True,True,1540,False,78.0,1.0,1,dg5_clean,156,,13.121148999744037,culdesac,True,True,7572
34,78.0,2939,False,True,True,1540,False,78.0,1.0,1,dg6,6,geometric_corridor,5.957428000328946,culdesac,True,True,693
35,78.0,2939,False,True,True,1540,False,78.0,1.0,2,dijkstra,1534,,14.652019999630284,culdesac,True,True,5858
35,78.0,2939,False,True,True,1540,False,78.0,1.0,2,bidir,1376,,30.936305000068387,culdesac,True,True,5263
35,78.0,2939,False,True,True,1540,False,78.0,1.0,2,astar,1307,,13.160208000044804,culdesac,True,True,4995
35,78.0,2939,False,True,True,1540,False,78.0,1.0,2,dg5_clean,156,,11.944665000555688,culdesac,True,True,7572
35,78.0,2939,False,True,True,1540,False,78.0,1.0,2,dg6,6,geometric_corridor,6.074924000131432,culdesac,True,True,693
36,38.0,595,False,True,True,346,False,38.0,1.0,0,dijkstra,346,,2.6119379999727244,spiral,True,True,1188
36,38.0,595,False,True,True,346,False,38.0,1.0,0,bidir,236,,2.914312000029895,spiral,True,True,782
36,38.0,595,False,True,True,346,False,38.0,1.0,0,astar,346,,2.5536789999023313,spiral,True,True,1188
36,60.0,595,False,False,True,346,False,60.0,1.5789473684210527,0,dg5_clean,338,,4.249704999892856,spiral,True,False,1869
36,38.0,595,False,True,True,346,False,38.0,1.0,0,dg6,4,grid_detour,1.2377909997667302,spiral,True,True,38
37,38.0,595,False,True,True,346,False,38.0,1.0,1,dijkstra,346,,2.44506699982594,spiral,True,True,1188
37,38.0,595,False,True,True,346,False,38.0,1.0,1,bidir,236,,6.745312000020931,spiral,True,True,782
37,38.0,595,False,True,True,346,False,38.0,1.0,1,astar,346,,2.357645000302,spiral,True,True,1188
37,60.0,595,False,False,True,346,False,60.0,1.5789473684210527,1,dg5_clean,338,,3.9214759999595117,spiral,True,False,1869
37,38.0,595,False,True,True,346,False,38.0,1.0,1,dg6,4,grid_detour,1.1031889998776023,spiral,True,True,38
38,38.0,595,False,True,True,346,False,38.0,1.0,2,dijkstra,346,,2.3243539999384666,spiral,True,True,1188
38,38.0,595,False,True,True,346,False,38.0,1.0,2,bidir,236,,2.9751930005659233,spiral,True,True,782
38,38.0,595,False,True,True,346,False,38.0,1.0,2,astar,346,,2.234679999673972,spiral,True,True,1188
38,60.0,595,False,False,True,346,False,60.0,1.5789473684210527,2,dg5_clean,338,,4.095106999557174,spiral,True,False,1869
38,38.0,595,False,True,True,346,False,38.0,1.0,2,dg6,4,grid_detour,1.1164190000272356,spiral,True,True,38
39,78.0,2382,False,True,True,1356,False,78.0,1.0,0,dijkstra,1356,,11.888694999470317,spiral,True,True,4762
39,78.0,2382,False,True,True,1356,False,78.0,1.0,0,bidir,813,,15.457071000128053,spiral,True,True,2779
39,78.0,2382,False,True,True,1356,False,78.0,1.0,0,astar,1356,,12.363158999505686,spiral,True,True,4762
39,78.0,2382,False,True,True,1356,False,78.0,1.0,0,dg5_clean,3009,,38.078234000749944,spiral,True,True,11087
39,78.0,2382,False,True,True,1356,False,78.0,1.0,0,dg6,4,grid_detour,2.6164139999309555,spiral,True,True,78
