suite_id,scenario_id,algorithm,query_id,runs,path_found_rate,optimality_proven_rate,mean_path_cost,mean_work_actions,mean_solver_time_ms,mean_end_to_end_time_ms
h,g,anchor,q,1,1,0,4.0922711137069125,90,0.034029999999999998,0.098494999999999999
h,g,dijkstra,q,1,1,1,4.0716630727683913,88,0.016053999999999999,0.51914199999999999
