cases,invalid_found_count,mean_distance_ratio,mean_reentries,mean_switches,mean_total_time_ms,mean_total_work,valid_found_rate,variant
6,0,1.0,0.0,0.0,19.883251833410515,7545.0,1.0,dijkstra
6,0,1.0,0.0,0.0,56.59919883343415,8758.666666666666,1.0,bidirectional_dijkstra
6,0,1.0,0.0,0.0,17.6801399999628,6585.166666666667,1.0,astar
6,0,1.002469135802469,0.0,1.0,7.512423833304638,4508.0,1.0,legacy_current
6,0,1.002469135802469,1.0,1.0,13.419772166495628,3840.8333333333335,1.0,dg5_adaptive_window
6,0,1.002469135802469,0.0,1.0,15.443997666504098,5185.0,1.0,delayed_32
6,0,1.002469135802469,1.0,1.0,14.669898000041334,3840.8333333333335,1.0,delayed_128
6,0,1.002469135802469,1.0,1.0,16.489668999990197,4106.333333333333,1.0,progress_40
6,0,1.002469135802469,0.0,1.0,19.315389833233592,4277.5,1.0,no_reentry_target
