distance,distance_ratio,error_code,exact_path_overlap_rate,fallback_used,found,frontier_revisit_rate,heuristic_reversal_rate,nodes,parallel_steps,peak_memory_kib,preprocessing_time_ms,preprocessing_work,query_time_ms,query_work,reentry_count,reentry_count_trace,reentry_survival_mean,reentry_survival_min,requested_nodes,seed,solver,switch_count,switch_distance_mean,topology,total_time_ms,total_work,trace_events
inf,1.0,,,False,False,,,380,200,34.8671875,0.0,0,1.1155329993925989,740,0,,,,400,2,dijkstra,0,,disconnected,1.1155329993925989,740,
inf,1.0,,,False,False,,,380,379,179.5234375,0.0,0,5.329319000338728,1400,0,,,,400,2,bidirectional_dijkstra,0,,disconnected,5.329319000338728,1400,
inf,1.0,,,False,False,,,380,200,33.078125,0.0,0,0.995361000605044,740,0,,,,400,2,astar,0,,disconnected,0.995361000605044,740,
inf,1.0,DISCONNECTED_PRECHECK,0.0,False,False,1.0,0.0,870,1,0.0,0.26289700053894194,870,0.37950299974909285,1,0,0,0,0,900,0,mrpc_dg5_switchback,0,0,disconnected,0.37950299974909285,1,0
inf,1.0,,,False,False,,,870,450,85.9609375,0.0,0,3.587913000046683,1710,0,,,,900,0,dijkstra,0,,disconnected,3.587913000046683,1710,
inf,1.0,,,False,False,,,870,869,451.1484375,0.0,0,15.152347000366717,3300,0,,,,900,0,bidirectional_dijkstra,0,,disconnected,15.152347000366717,3300,
inf,1.0,,,False,False,,,870,450,84.3515625,0.0,0,3.3951810000871774,1710,0,,,,900,0,astar,0,,disconnected,3.3951810000871774,1710,
inf,1.0,DISCONNECTED_PRECHECK,0.0,False,False,1.0,0.0,870,1,0.0,0.2662510005393415,870,0.38414899972849526,1,0,0,0,0,900,1,mrpc_dg5_switchback,0,0,disconnected,0.38414899972849526,1,0
inf,1.0,,,False,False,,,870,450,85.9609375,0.0,0,3.408080000554037,1710,0,,,,900,1,dijkstra,0,,disconnected,3.408080000554037,1710,
inf,1.0,,,False,False,,,870,869,451.1484375,0.0,0,15.283583999917028,3300,0,,,,900,1,bidirectional_dijkstra,0,,disconnected,15.283583999917028,3300,
inf,1.0,,,False,False,,,870,450,84.3515625,0.0,0,3.4094830007234123,1710,0,,,,900,1,astar,0,,disconnected,3.4094830007234123,1710,
inf,1.0,DISCONNECTED_PRECHECK,0.0,False,False,1.0,0.0,870,1,0.0,0.27161999969393946,870,0.38995800059637986,1,0,0,0,0,900,2,mrpc_dg5_switchback,0,0,disconnected,0.38995800059637986,1,0
inf,1.0,,,False,False,,,870,450,85.9609375,0.0,0,3.397294999558653,1710,0,,,,900,2,dijkstra,0,,disconnected,3.397294999558653,1710,
inf,1.0,,,False,False,,,870,869,451.1484375,0.0,0,15.097344000423618,3300,0,,,,900,2,bidirectional_dijkstra,0,,disconnected,15.097344000423618,3300,
inf,1.0,,,False,False,,,870,450,84.3515625,0.0,0,3.4335190002821037,1710,0,,,,900,2,astar,0,,disconnected,3.4335190002821037,1710,
inf,1.0,DISCONNECTED_PRECHECK,0.0,False,False,1.0,0.0,1560,1,0.0,0.49537700033397414,1560,0.7016680001470377,1,0,0,0,0,1600,0,mrpc_dg5_switchback,0,0,disconnected,0.7016680001470377,1,0
inf,1.0,,,False,False,,,1560,800,139.0546875,0.0,0,6.991606000156025,3080,0,,,,1600,0,dijkstra,0,,disconnected,6.991606000156025,3080,
inf,1.0,,,False,False,,,1560,1559,790.890625,0.0,0,29.287548999491264,6000,0,,,,1600,0,bidirectional_dijkstra,0,,disconnected,29.287548999491264,6000,
inf,1.0,,,False,False,,,1560,800,137.6875,0.0,0,7.089663999977347,3080,0,,,,1600,0,astar,0,,disconnected,7.089663999977347,3080,
inf,1.0,DISCONNECTED_PRECHECK,0.0,False,False,1.0,0.0,1560,1,0.0,0.4944749998685438,1560,0.6926949999979115,1,0,0,0,0,1600,1,mrpc_dg5_switchback,0,0,disconnected,0.6926949999979115,1,0
inf,1.0,,,False,False,,,1560,800,139.0546875,0.0,0,6.821630000558798,3080,0,,,,1600,1,dijkstra,0,,disconnected,6.821630000558798,3080,
inf,1.0,,,False,False,,,1560,1559,790.890625,0.0,0,29.18956099983916,6000,0,,,,1600,1,bidirectional_dijkstra,0,,disconnected,29.18956099983916,6000,
inf,1.0,,,False,False,,,1560,800,137.6875,0.0,0,6.927379999979166,3080,0,,,,1600,1,astar,0,,disconnected,6.927379999979166,3080,
inf,1.0,DISCONNECTED_PRECHECK,0.0,False,False,1.0,0.0,1560,1,0.0,0.48798599982546875,1560,0.6862250002086512,1,0,0,0,0,1600,2,mrpc_dg5_switchback,0,0,disconnected,0.6862250002086512,1,0
inf,1.0,,,False,False,,,1560,800,139.0546875,0.0,0,6.989482999415486,3080,0,,,,1600,2,dijkstra,0,,disconnected,6.989482999415486,3080,
inf,1.0,,,False,False,,,1560,1559,790.890625,0.0,0,29.059335000056308,6000,0,,,,1600,2,bidirectional_dijkstra,0,,disconnected,29.059335000056308,6000,
inf,1.0,,,False,False,,,1560,800,137.6875,0.0,0,7.055262999529077,3080,0,,,,1600,2,astar,0,,disconnected,7.055262999529077,3080,
