barrier_count,case_id,critical_path_ops,distance_ratio,error_code,found,logical_rounds,max_parallel_width,mean_parallel_width,nodes,reentry_count,requested_nodes,seed,serial_fraction,solver,switch_count,topology,total_work,valid,wall_ms,worker_utilization,workers
121,27,121,1.0,,True,121,1,1,400,,400,1,1,astar,,random_geometric,1119,True,1.7464040001868852,1,1
40,27,80,1.0463651021292588,,True,40,1,1.0,400,0,400,1,0.5,dg5_bulk,0,random_geometric,440,True,0.5677359995388542,1.0,1
21,27,42,1.0541318634219354,,True,21,2,1.9047619047619047,400,0,400,1,0.3442622950819672,dg5_bulk,0,random_geometric,440,True,0.5700100000467501,0.9523809523809523,2
22,27,109,1.0347448696087034,,True,87,4,3.6363636363636362,400,1,400,1,0.21568627450980393,dg5_bulk,1,random_geometric,594,True,2.1607889993902063,0.9090909090909091,4
20,27,158,1.014949641383881,,True,138,8,5.15,400,2,400,1,0.16260162601626016,dg5_bulk,2,random_geometric,758,True,3.308151000055659,0.64375,8
350,28,350,1.0,,True,350,1,1,400,,400,1,1,dijkstra,,clustered,3494,True,6.571171999894432,1,1
405,28,405,1.0,,True,405,1,1,400,,400,1,1,bidir,,clustered,2868,True,12.002384999505011,1,1
278,28,278,1.0,,True,278,1,1,400,,400,1,1,astar,,clustered,2762,True,5.182357999728993,1,1
33,28,854,2.1177115084737506,,True,821,1,1.0,400,1,400,1,0.5,dg5_bulk,2,clustered,974,True,6.802230999710446,1.0,1
24,28,473,2.1177115084737506,,True,449,2,1.9166666666666667,400,1,400,1,0.34285714285714286,dg5_bulk,2,clustered,987,True,6.445263000387058,0.9583333333333334,2
22,28,295,2.238952014814589,,True,273,4,3.6363636363636362,400,1,400,1,0.21568627450980393,dg5_bulk,2,clustered,1014,True,7.1759040001779795,0.9090909090909091,4
7,28,96,1.1505649069516943,,True,89,8,5.714285714285714,400,0,400,1,0.14893617021276595,dg5_bulk,1,clustered,790,True,4.7933400001056725,0.7142857142857143,8
356,29,356,1.0,,True,356,1,1,400,,400,1,1,dijkstra,,scale_free,2233,True,4.44933100061462,1,1
8,29,8,1.0,,True,8,1,1,400,,400,1,1,bidir,,scale_free,62,True,1.307241000176873,1,1
356,29,356,1.0,,True,356,1,1,400,,400,1,1,astar,,scale_free,2233,True,4.001526000138256,1,1
14,29,223,1.25,,True,209,1,1.0,400,0,400,1,0.5,dg5_bulk,1,scale_free,609,True,1.3814539997838438,1.0,1
8,29,107,1.25,,True,99,2,1.875,400,0,400,1,0.34782608695652173,dg5_bulk,1,scale_free,597,True,1.3598519999504788,0.9375,2
5,29,96,1.25,,True,91,4,3.2,400,0,400,1,0.23809523809523808,dg5_bulk,1,scale_free,760,True,1.8117230001735152,0.8,4
4,29,55,1.25,,True,51,8,5.0,400,0,400,1,0.16666666666666666,dg5_bulk,1,scale_free,795,True,1.476528000239341,0.625,8
900,30,900,1.0,,True,900,1,1,900,,900,0,1,dijkstra,,random_geometric,8348,True,19.845365999572095,1,1
1018,30,1018,0.9999999999999999,,True,1018,1,1,900,,900,0,1,bidir,,random_geometric,6347,True,31.796954000128608,1,1
254,30,254,1.0,,True,254,1,1,900,,900,0,1,astar,,random_geometric,2360,True,4.702143000031356,1,1
90,30,180,1.054314206700276,,True,90,1,1.0,900,0,900,0,0.5,dg5_bulk,0,random_geometric,990,True,1.21283000044059,1.0,1
46,30,92,1.0421074527079635,,True,46,2,1.9565217391304348,900,0,900,0,0.3382352941176471,dg5_bulk,0,random_geometric,990,True,1.2011919998258236,0.9782608695652174,2
24,30,54,1.015136487164821,,True,30,4,3.75,900,0,900,0,0.21052631578947367,dg5_bulk,1,random_geometric,1007,True,1.5565379999316065,0.9375,4
26,30,125,1.0175825979213737,,True,99,8,6.923076923076923,900,1,900,0,0.1262135922330097,dg5_bulk,1,random_geometric,1246,True,3.8429070000347565,0.8653846153846154,8
679,31,679,1.0,,True,679,1,1,900,,900,0,1,dijkstra,,clustered,6755,True,15.329955000197515,1,1
755,31,755,1.0,,True,755,1,1,900,,900,0,1,bidir,,clustered,4903,True,23.583975000292412,1,1
620,31,620,1.0,,True,620,1,1,900,,900,0,1,astar,,clustered,6203,True,15.559010000288254,1,1
64,31,1344,1.4768974151253318,,True,1280,1,1.0,900,1,900,0,0.5,dg5_bulk,2,clustered,1759,True,9.876599000563147,1.0,1
34,31,742,1.4994874084973027,,True,708,2,1.9411764705882353,900,1,900,0,0.34,dg5_bulk,2,clustered,1790,True,10.672649000298406,0.9705882352941176,2
23,31,450,1.3912041536567865,,True,427,4,3.739130434782609,900,1,900,0,0.21100917431192662,dg5_bulk,2,clustered,1844,True,11.599106999710784,0.9347826086956522,4
21,31,337,1.461924253428603,,True,316,8,6.761904761904762,900,1,900,0,0.12883435582822086,dg5_bulk,2,clustered,1933,True,10.572037000201817,0.8452380952380952,8
415,32,415,1.0,,True,415,1,1,900,,900,0,1,dijkstra,,scale_free,3233,True,6.9984369993107975,1,1
8,32,8,1.0,,True,8,1,1,900,,900,0,1,bidir,,scale_free,68,True,4.882154999904742,1,1
415,32,415,1.0,,True,415,1,1,900,,900,0,1,astar,,scale_free,3233,True,7.558922000498569,1,1
32,32,144,1.0,,True,112,1,1.0,900,0,900,0,0.5,dg5_bulk,1,scale_free,1012,True,1.1303549999865936,1.0,1
17,32,63,1.0,,True,46,2,1.9411764705882353,900,0,900,0,0.34,dg5_bulk,1,scale_free,990,True,1.044606000505155,0.9705882352941176,2
9,32,40,1.0,,True,31,4,3.5555555555555554,900,0,900,0,0.21951219512195122,dg5_bulk,1,scale_free,1017,True,1.308353999775136,0.8888888888888888,4
6,32,64,1.25,,True,58,8,6.0,900,0,900,0,0.14285714285714285,dg5_bulk,1,scale_free,1348,True,2.8673249998973915,0.75,8
900,33,900,1.0,,True,900,1,1,900,,900,1,1,dijkstra,,random_geometric,8294,True,20.95000200006325,1,1
1016,33,1016,1.0,,True,1016,1,1,900,,900,1,1,bidir,,random_geometric,6396,True,30.545325999810302,1,1
231,33,231,1.0,,True,231,1,1,900,,900,1,1,astar,,random_geometric,2117,True,4.236460999891278,1,1
90,33,180,1.0778928487372978,,True,90,1,1.0,900,0,900,1,0.5,dg5_bulk,0,random_geometric,990,True,1.5299679998861393,1.0,1
46,33,92,1.1190921684697779,,True,46,2,1.9565217391304348,900,0,900,1,0.3382352941176471,dg5_bulk,0,random_geometric,990,True,1.4090450004005106,0.9782608695652174,2
48,33,172,1.1172882481140531,,True,124,4,3.75,900,1,900,1,0.21052631578947367,dg5_bulk,1,random_geometric,1220,True,3.5408210005698493,0.9375,4
26,33,120,1.060319186593263,,True,94,8,6.923076923076923,900,1,900,1,0.1262135922330097,dg5_bulk,2,random_geometric,1244,True,4.000103000180388,0.8653846153846154,8
684,34,684,1.0,,True,684,1,1,900,,900,1,1,dijkstra,,clustered,6816,True,15.059055999699922,1,1
708,34,708,1.0000000000000002,,True,708,1,1,900,,900,1,1,bidir,,clustered,4611,True,24.459145000037097,1,1
357,34,357,1.0,,True,357,1,1,900,,900,1,1,astar,,clustered,3561,True,8.263384999736445,1,1
64,34,1053,1.3477857317681559,,True,989,1,1.0,900,1,900,1,0.5,dg5_bulk,2,clustered,1605,True,10.412407000330859,1.0,1
34,34,593,1.3477857317681559,,True,559,2,1.9411764705882353,900,1,900,1,0.34,dg5_bulk,2,clustered,1605,True,8.236474000113958,0.9705882352941176,2
14,34,120,1.1430537198974986,,True,106,4,3.7857142857142856,900,0,900,1,0.208955223880597,dg5_bulk,1,clustered,1192,True,3.6871620004603756,0.9464285714285714,4
11,34,81,1.1715710298484643,,True,70,8,7.0,900,0,900,1,0.125,dg5_bulk,1,clustered,1243,True,4.451384000276448,0.875,8
829,35,829,1.0,,True,829,1,1,900,,900,1,1,dijkstra,,scale_free,5122,True,13.179450000279758,1,1
8,35,8,1.0,,True,8,1,1,900,,900,1,1,bidir,,scale_free,62,True,3.9716609999231878,1,1
829,35,829,1.0,,True,829,1,1,900,,900,1,1,astar,,scale_free,5122,True,10.621311999784666,1,1
32,35,960,1.5,,True,928,1,1.0,900,0,900,1,0.5,dg5_bulk,1,scale_free,1828,True,3.391756000382884,1.0,1
17,35,480,1.5,,True,463,2,1.9411764705882353,900,0,900,1,0.34,dg5_bulk,1,scale_free,1825,True,3.343053000207874,0.9705882352941176,2
9,35,243,1.5,,True,234,4,3.5555555555555554,900,0,900,1,0.21951219512195122,dg5_bulk,1,scale_free,1831,True,3.4797489997799858,0.8888888888888888,4
6,35,56,1.0,,True,50,8,6.0,900,0,900,1,0.14285714285714285,dg5_bulk,1,scale_free,1282,True,2.484487000401714,0.75,8
1600,36,1600,1.0,,True,1600,1,1,1600,,1600,0,1,dijkstra,,random_geometric,14788,True,33.88449300018692,1,1
1852,36,1852,1.0,,True,1852,1,1,1600,,1600,0,1,bidir,,random_geometric,11619,True,49.88939600025333,1,1
413,36,413,1.0,,True,413,1,1,1600,,1600,0,1,astar,,random_geometric,3816,True,7.802518999596941,1,1
160,36,320,1.0981115622219833,,True,160,1,1.0,1600,0,1600,0,0.5,dg5_bulk,0,random_geometric,1760,True,2.027899000495381,1.0,1
81,36,162,1.043580824847819,,True,81,2,1.9753086419753085,1600,0,1600,0,0.3360995850622407,dg5_bulk,0,random_geometric,1760,True,2.0496220004133647,0.9876543209876543,2
41,36,95,1.0352300951156235,,True,54,4,3.902439024390244,1600,0,1600,0,0.20398009950248755,dg5_bulk,1,random_geometric,1793,True,2.654083999914292,0.975609756097561,4
44,36,177,1.0662627870646408,,True,133,8,7.2727272727272725,1600,1,1600,0,0.12087912087912088,dg5_bulk,1,random_geometric,2118,True,5.025391000344825,0.9090909090909091,8
1206,37,1206,1.0,,True,1206,1,1,1600,,1600,0,1,dijkstra,,clustered,12046,True,23.759299999255745,1,1
1291,37,1291,1.0000000000000002,,True,1291,1,1,1600,,1600,0,1,bidir,,clustered,8035,True,37.03086899986374,1,1
646,37,646,1.0,,True,646,1,1,1600,,1600,0,1,astar,,clustered,6512,True,15.220870000121067,1,1
112,37,2651,1.7624242702747168,,True,2539,1,1.0,1600,1,1600,0,0.5,dg5_bulk,2,clustered,3718,False,11.962014000346244,1.0,1
29,37,1019,2.1343551427740772,,True,990,2,1.9655172413793103,1600,0,1600,0,0.3372093023255814,dg5_bulk,1,clustered,2863,True,12.839347000408452,0.9827586206896551,2
15,37,511,2.1343551427740772,,True,496,4,3.8,1600,0,1600,0,0.20833333333333334,dg5_bulk,1,clustered,2863,True,13.032539000050747,0.95,4
13,37,263,1.2469449839469344,,True,250,8,7.153846153846154,1600,0,1600,0,0.12264150943396226,dg5_bulk,1,clustered,2899,True,13.540785000259348,0.8942307692307693,8
1554,38,1554,1.0,,True,1554,1,1,1600,,1600,0,1,dijkstra,,scale_free,9423,True,20.206160000270756,1,1
20,38,20,1.0,,True,20,1,1,1600,,1600,0,1,bidir,,scale_free,144,True,8.221291000154451,1,1
1554,38,1554,1.0,,True,1554,1,1,1600,,1600,0,1,astar,,scale_free,9423,True,20.47474500068347,1,1
56,38,1641,1.4,,True,1585,1,1.0,1600,0,1600,0,0.5,dg5_bulk,1,scale_free,3185,True,6.21187100023235,1.0,1
29,38,811,1.4,,True,782,2,1.9655172413793103,1600,0,1600,0,0.3372093023255814,dg5_bulk,1,scale_free,3163,True,6.000020999636035,0.9827586206896551,2
15,38,369,1.2,,True,354,4,3.7333333333333334,1600,0,1600,0,0.2112676056338028,dg5_bulk,1,scale_free,3011,True,5.459524999423593,0.9333333333333333,4
9,38,183,1.2,,True,174,8,6.666666666666667,1600,0,1600,0,0.13043478260869565,dg5_bulk,1,scale_free,2979,True,5.445714999950724,0.8333333333333334,8
1600,39,1600,1.0,,True,1600,1,1,1600,,1600,1,1,dijkstra,,random_geometric,14884,True,28.700783000203955,1,1
1894,39,1894,1.0,,True,1894,1,1,1600,,1600,1,1,bidir,,random_geometric,11824,True,48.40665899973828,1,1
506,39,506,1.0,,True,506,1,1,1600,,1600,1,1,astar,,random_geometric,4718,True,9.3407100002878,1,1
160,39,320,1.0301216890235672,,True,160,1,1.0,1600,0,1600,1,0.5,dg5_bulk,0,random_geometric,1760,True,1.872775000265392,1.0,1
81,39,162,1.0397626338577826,,True,81,2,1.9753086419753085,1600,0,1600,1,0.3360995850622407,dg5_bulk,0,random_geometric,1760,True,2.116571999977168,0.9876543209876543,2
41,39,82,1.0375441928761286,,True,41,4,3.902439024390244,1600,0,1600,1,0.20398009950248755,dg5_bulk,0,random_geometric,1760,True,2.3562240003229817,0.975609756097561,4
44,39,157,1.0989516892661317,,True,113,8,7.2727272727272725,1600,1,1600,1,0.12087912087912088,dg5_bulk,1,random_geometric,2080,True,4.965539999830071,0.9090909090909091,8
1263,40,1263,1.0,,True,1263,1,1,1600,,1600,1,1,dijkstra,,clustered,12643,True,25.84341400051926,1,1
1276,40,1276,1.0,,True,1276,1,1,1600,,1600,1,1,bidir,,clustered,8123,True,37.717956000051345,1,1
1191,40,1191,1.0,,True,1191,1,1,1600,,1600,1,1,astar,,clustered,11906,True,25.806888999795774,1,1
70,40,1281,1.1216496011601866,,True,1211,1,1.0,1600,1,1600,1,0.5,dg5_bulk,1,clustered,2507,True,9.76986699970439,1.0,1
29,40,1055,2.0146810754290008,,True,1026,2,1.9655172413793103,1600,0,1600,1,0.3372093023255814,dg5_bulk,1,clustered,2918,True,14.140639999823179,0.9827586206896551,2
20,40,380,1.1796603612130898,,True,360,4,3.55,1600,1,1600,1,0.21978021978021978,dg5_bulk,1,clustered,2473,True,9.335241000371752,0.8875,4
10,40,287,1.1689567776430934,,True,277,8,6.9,1600,0,1600,1,0.12658227848101267,dg5_bulk,1,clustered,2930,True,13.94112900015898,0.8625,8
1309,41,1309,1.0,,True,1309,1,1,1600,,1600,1,1,dijkstra,,scale_free,8461,True,18.386515000202053,1,1
8,41,8,1.0,,True,8,1,1,1600,,1600,1,1,bidir,,scale_free,110,True,8.417738000389363,1,1
1309,41,1309,1.0,,True,1309,1,1,1600,,1600,1,1,astar,,scale_free,8461,True,18.277600000146776,1,1
56,41,1349,1.5,,True,1293,1,1.0,1600,0,1600,1,0.5,dg5_bulk,1,scale_free,2893,True,5.648811000355636,1.0,1
29,41,745,1.5,,True,716,2,1.9655172413793103,1600,0,1600,1,0.3372093023255814,dg5_bulk,1,scale_free,3031,True,5.792668000140111,0.9827586206896551,2
15,41,361,1.5,,True,346,4,3.7333333333333334,1600,0,1600,1,0.2112676056338028,dg5_bulk,1,scale_free,2978,True,5.37402700047096,0.9333333333333333,4
9,41,178,1.5,,True,169,8,6.666666666666667,1600,0,1600,1,0.13043478260869565,dg5_bulk,1,scale_free,2939,True,5.286653999974078,0.8333333333333334,8
