case_id,critical_path_speedup,distance_ratio,efficiency,found,logical_speedup,nodes,serial_fraction,topology,valid,wall_speedup,worker_utilization,workers
32,3.6,1.0,0.9032258064516129,True,3.6129032258064515,900,0.21951219512195122,scale_free,True,0.8639519580945718,0.8888888888888888,4
32,2.25,1.25,0.2413793103448276,True,1.9310344827586208,900,0.14285714285714285,scale_free,True,0.39421935079805875,0.75,8
33,1.0,1.0778928487372978,1.0,True,1.0,900,0.5,random_geometric,True,1.0,1.0,1
33,1.9565217391304348,1.1190921684697779,0.9782608695652174,True,1.9565217391304348,900,0.3382352941176471,random_geometric,True,1.085819118233454,0.9782608695652174,2
33,1.0465116279069768,1.1172882481140531,0.1814516129032258,True,0.7258064516129032,900,0.21052631578947367,random_geometric,True,0.4320941385175672,0.9375,4
33,1.5,1.060319186593263,0.1196808510638298,True,0.9574468085106383,900,0.1262135922330097,random_geometric,True,0.38248215103889677,0.8653846153846154,8
34,1.0,1.3477857317681559,1.0,True,1.0,900,0.5,clustered,True,1.0,1.0,1
34,1.775716694772344,1.3477857317681559,0.8846153846153846,True,1.7692307692307692,900,0.34,clustered,True,1.2641825859204794,0.9705882352941176,2
34,8.775,1.1430537198974986,2.332547169811321,True,9.330188679245284,900,0.208955223880597,clustered,True,2.823962440226596,0.9464285714285714,4
34,13.0,1.1715710298484643,1.7660714285714285,True,14.128571428571428,900,0.125,clustered,True,2.339139242915059,0.875,8
35,1.0,1.5,1.0,True,1.0,900,0.5,scale_free,True,1.0,1.0,1
35,2.0,1.5,1.0021598272138228,True,2.0043196544276456,900,0.34,scale_free,True,1.014568419995729,0.9705882352941176,2
35,3.950617283950617,1.5,0.9914529914529915,True,3.965811965811966,900,0.21951219512195122,scale_free,True,0.9747128314706993,0.8888888888888888,4
35,17.142857142857142,1.0,2.32,True,18.56,900,0.14285714285714285,scale_free,True,1.3651735750013885,0.75,8
36,1.0,1.0981115622219833,1.0,True,1.0,1600,0.5,random_geometric,True,1.0,1.0,1
36,1.9753086419753085,1.043580824847819,0.9876543209876543,True,1.9753086419753085,1600,0.3360995850622407,random_geometric,True,0.9894014604089912,0.9876543209876543,2
36,3.3684210526315788,1.0352300951156235,0.7407407407407407,True,2.962962962962963,1600,0.20398009950248755,random_geometric,True,0.7640673771293102,0.975609756097561,4
36,1.807909604519774,1.0662627870646408,0.15037593984962405,True,1.2030075187969924,1600,0.12087912087912088,random_geometric,True,0.4035305910239091,0.9090909090909091,8
37,1.0,1.7624242702747168,1.0,True,1.0,1600,0.5,clustered,False,1.0,1.0,1
37,2.601570166830226,2.1343551427740772,1.2823232323232323,True,2.5646464646464646,1600,0.3372093023255814,clustered,True,0.9316684096134875,0.9827586206896551,2
37,5.187866927592955,2.1343551427740772,1.2797379032258065,True,5.118951612903226,1600,0.20833333333333334,clustered,True,0.9178575257131143,0.95,4
37,10.079847908745247,1.2469449839469344,1.2695,True,10.156,1600,0.12264150943396226,clustered,True,0.8834062427043288,0.8942307692307693,8
38,1.0,1.4,1.0,True,1.0,1600,0.5,scale_free,True,1.0,1.0,1
38,2.0234278668310726,1.4,1.0134271099744245,True,2.026854219948849,1600,0.3372093023255814,scale_free,True,1.0353082098561264,0.9827586206896551,2
38,4.4471544715447155,1.2,1.1193502824858756,True,4.477401129943503,1600,0.2112676056338028,scale_free,True,1.137804296323982,0.9333333333333333,4
38,8.967213114754099,1.2,1.1386494252873562,True,9.10919540229885,1600,0.13043478260869565,scale_free,True,1.1406896982836154,0.8333333333333334,8
39,1.0,1.0301216890235672,1.0,True,1.0,1600,0.5,random_geometric,True,1.0,1.0,1
39,1.9753086419753085,1.0397626338577826,0.9876543209876543,True,1.9753086419753085,1600,0.3360995850622407,random_geometric,True,0.8848151635217673,0.9876543209876543,2
39,3.902439024390244,1.0375441928761286,0.975609756097561,True,3.902439024390244,1600,0.20398009950248755,random_geometric,True,0.7948204415236749,0.975609756097561,4
39,2.038216560509554,1.0989516892661317,0.17699115044247787,True,1.415929203539823,1600,0.12087912087912088,random_geometric,True,0.3771543478311486,0.9090909090909091,8
40,1.0,1.1216496011601866,1.0,True,1.0,1600,0.5,clustered,True,1.0,1.0,1
40,1.214218009478673,2.0146810754290008,0.5901559454191033,True,1.1803118908382066,1600,0.3372093023255814,clustered,True,0.6909069886388847,0.9827586206896551,2
40,3.3710526315789475,1.1796603612130898,0.8409722222222222,True,3.363888888888889,1600,0.21978021978021978,clustered,True,1.0465575553234598,0.8875,4
40,4.463414634146342,1.1689567776430934,0.5464801444043321,True,4.371841155234657,1600,0.12658227848101267,clustered,True,0.7007945338998712,0.8625,8
41,1.0,1.5,1.0,True,1.0,1600,0.5,scale_free,True,1.0,1.0,1
41,1.8107382550335571,1.5,0.9029329608938548,True,1.8058659217877095,1600,0.3372093023255814,scale_free,True,0.9751656749910411,0.9827586206896551,2
41,3.736842105263158,1.5,0.9342485549132948,True,3.7369942196531793,1600,0.2112676056338028,scale_free,True,1.0511318606811233,0.9333333333333333,4
41,7.578651685393258,1.5,0.9563609467455622,True,7.650887573964497,1600,0.13043478260869565,scale_free,True,1.0685040103595456,0.8333333333333334,8
