case_id,config,distance_ratio,emergency,exact_match,first_path_work,found,nodes,quality_budget_used,repair,seed,steps,strategy,target_work,time_ms,topology,total_work,valid,within_10pct,work_goal_ratio
55,lean_b,1.0,False,True,,True,400,0,False,0,4,portal,200,9.467570000197156,clustered,200,True,True,0.5
56,lean_b,1.0,False,True,43,True,400,48,True,0,5,hub_aware,200,3.1370409997180104,scale_free_pos,91,True,True,0.2275
57,lean_b,1.0,False,True,43,True,400,48,True,0,5,hub_aware,200,0.41944199983845465,scale_free_no_pos,91,True,True,0.2275
58,lean_b,1.047172207305179,False,False,19,True,400,181,False,1,3,geometric_corridor,200,5.800979999548872,random_geometric,200,True,True,0.5
59,lean_b,1.0,False,True,,True,400,0,False,1,137,portal,200,12.620205000530405,clustered,200,True,True,0.5
60,lean_b,1.0,False,True,,True,400,0,False,1,6,hub_aware,200,5.729111000619014,scale_free_pos,200,True,True,0.5
61,lean_b,1.0,False,True,,True,400,0,False,1,6,hub_aware,200,2.493570999831718,scale_free_no_pos,200,True,True,0.5
62,lean_b,1.0869735678242203,False,False,25,True,400,175,False,2,4,geometric_corridor,200,5.894130999877234,random_geometric,200,True,True,0.5
63,lean_b,1.0890525059745904,True,False,,True,400,0,False,2,19,portal,200,14.30552700003318,clustered,607,True,True,1.5175
64,lean_b,1.0,False,True,64,True,400,72,True,2,6,hub_aware,200,2.88447000002634,scale_free_pos,136,True,True,0.34
65,lean_b,1.0,False,True,64,True,400,72,True,2,6,hub_aware,200,0.44981800056120846,scale_free_no_pos,136,True,True,0.34
66,lean_b,1.0444813311179493,False,False,28,True,900,422,False,0,4,geometric_corridor,450,13.789788999929442,random_geometric,450,True,True,0.5
67,lean_b,1.0,False,True,,True,900,0,False,0,254,portal,450,29.938676000710984,clustered,450,True,True,0.5
68,lean_b,1.0,False,True,144,True,900,137,True,0,8,hub_aware,450,6.884063000143215,scale_free_pos,281,True,True,0.31222222222222223
69,lean_b,1.0,False,True,144,True,900,137,True,0,8,hub_aware,450,0.9809799994400237,scale_free_no_pos,281,True,True,0.31222222222222223
70,lean_b,1.0487805439979778,False,False,30,True,900,420,False,1,4,geometric_corridor,450,13.26066100045864,random_geometric,450,True,True,0.5
71,lean_b,1.118170906281548,False,False,,True,900,0,False,1,7,portal,450,22.536601999490813,clustered,450,True,False,0.5
72,lean_b,1.25,False,False,,True,900,0,False,1,9,hub_aware,450,14.180268000018259,scale_free_pos,450,True,False,0.5
73,lean_b,1.0,False,True,,True,900,0,False,1,5,hub_aware,450,5.7772139998633065,scale_free_no_pos,450,True,True,0.5
74,lean_b,1.0945885541825005,False,False,30,True,900,420,False,2,4,geometric_corridor,450,13.871592999748827,random_geometric,450,True,True,0.5
75,lean_b,1.0000000000000002,False,True,,True,900,0,False,2,287,portal,450,30.346631999236706,clustered,450,True,True,0.5
76,lean_b,1.0,False,True,144,True,900,64,True,2,5,hub_aware,450,6.72099699932005,scale_free_pos,208,True,True,0.2311111111111111
77,lean_b,1.0,False,True,144,True,900,64,True,2,5,hub_aware,450,0.8913639994716505,scale_free_no_pos,208,True,True,0.2311111111111111
0,balanced_a,1.0,False,True,39,True,400,161,False,0,4,geometric_corridor,200,3.041797999685514,open,200,True,True,0.5
1,balanced_a,1.0,False,True,39,True,400,161,False,1,4,geometric_corridor,200,3.022169000360009,open,200,True,True,0.5
2,balanced_a,1.0,False,True,39,True,400,161,False,2,4,geometric_corridor,200,2.9512920000343,open,200,True,True,0.5
3,balanced_a,1.0,False,True,79,True,1600,721,False,0,6,geometric_corridor,800,12.594896999871708,open,800,True,True,0.5
4,balanced_a,1.0,False,True,79,True,1600,721,False,1,6,geometric_corridor,800,12.378860999888275,open,800,True,True,0.5
5,balanced_a,1.0,False,True,79,True,1600,721,False,2,6,geometric_corridor,800,12.52251799996884,open,800,True,True,0.5
6,balanced_a,0.9999999999999999,False,True,283,True,400,0,False,0,113,weighted_cost,200,2.027769000051194,weighted_noise,283,True,True,0.7075
7,balanced_a,0.9999999999999999,False,True,284,True,400,0,False,1,117,weighted_cost,200,1.9747090000237222,weighted_noise,284,True,True,0.71
8,balanced_a,1.0,False,True,278,True,400,0,False,2,117,weighted_cost,200,1.9131149992972496,weighted_noise,278,True,True,0.695
9,balanced_a,0.9999999999999999,False,True,1152,True,1600,0,False,0,478,weighted_cost,800,8.87839100050769,weighted_noise,1152,True,True,0.72
10,balanced_a,1.0055542845825622,False,False,1152,True,1600,0,False,1,471,weighted_cost,800,8.890188999430393,weighted_noise,1152,True,True,0.72
11,balanced_a,1.04527567976037,False,False,,True,1600,0,False,2,10,weighted_cost,800,16.988382999443274,weighted_noise,1152,True,True,0.72
12,balanced_a,1.0,False,True,39,True,381,152,False,0,4,geometric_corridor,191,2.956147999611858,wall,191,True,True,0.5013123359580053
13,balanced_a,1.0,False,True,39,True,381,152,False,1,4,geometric_corridor,191,2.8269340000406373,wall,191,True,True,0.5013123359580053
14,balanced_a,1.0,False,True,39,True,381,152,False,2,4,geometric_corridor,191,2.8864040004918934,wall,191,True,True,0.5013123359580053
15,balanced_a,1.0,False,True,79,True,1561,702,False,0,6,geometric_corridor,781,12.221214000419423,wall,781,True,True,0.5003203074951954
16,balanced_a,1.0,False,True,79,True,1561,702,False,1,6,geometric_corridor,781,12.91176499944413,wall,781,True,True,0.5003203074951954
17,balanced_a,1.0,False,True,84,True,1561,697,False,2,6,geometric_corridor,781,12.323287000072014,wall,781,True,True,0.5003203074951954
18,balanced_a,1.0,True,True,,True,362,0,False,0,15,geometric_corridor,181,6.530900000143447,double_wall,488,True,True,1.3480662983425415
19,balanced_a,1.0,True,True,,True,362,0,False,1,11,geometric_corridor,181,6.406011999388284,double_wall,410,True,True,1.132596685082873
20,balanced_a,1.0,True,True,,True,362,0,False,2,15,geometric_corridor,181,6.4378799997939495,double_wall,488,True,True,1.3480662983425415
21,balanced_a,1.0,True,True,,True,1522,0,False,0,57,geometric_corridor,761,27.524154000275303,double_wall,2069,True,True,1.3593955321944808
22,balanced_a,1.0,True,True,,True,1522,0,False,1,40,geometric_corridor,761,27.288619000501058,double_wall,1670,True,True,1.0972404730617609
23,balanced_a,1.0,True,True,,True,1522,0,False,2,57,geometric_corridor,761,27.41213500030426,double_wall,2069,True,True,1.3593955321944808
24,balanced_a,1.0,False,True,39,True,368,145,False,0,4,geometric_corridor,184,2.792062000480655,u_shape,184,True,True,0.5
25,balanced_a,1.0,False,True,39,True,368,145,False,1,4,geometric_corridor,184,2.7517100006662076,u_shape,184,True,True,0.5
26,balanced_a,1.0,False,True,39,True,368,145,False,2,4,geometric_corridor,184,2.7005729998563766,u_shape,184,True,True,0.5
27,balanced_a,1.0,False,True,79,True,1538,690,False,0,6,geometric_corridor,769,12.191898999844852,u_shape,769,True,True,0.5
28,balanced_a,1.0,False,True,79,True,1538,690,False,1,6,geometric_corridor,769,12.006740000288119,u_shape,769,True,True,0.5
29,balanced_a,1.0,False,True,79,True,1538,690,False,2,6,geometric_corridor,769,11.991125999884389,u_shape,769,True,True,0.5
30,balanced_a,1.0,False,True,39,True,370,146,False,0,4,geometric_corridor,185,2.883730000576179,culdesac,185,True,True,0.5
31,balanced_a,1.0,False,True,39,True,370,146,False,1,4,geometric_corridor,185,2.7472130004753126,culdesac,185,True,True,0.5
32,balanced_a,1.0,False,True,39,True,370,146,False,2,4,geometric_corridor,185,3.254328000366513,culdesac,185,True,True,0.5
33,balanced_a,1.0,False,True,79,True,1540,691,False,0,6,geometric_corridor,770,12.20562999969843,culdesac,770,True,True,0.5
34,balanced_a,1.0,False,True,79,True,1540,691,False,1,6,geometric_corridor,770,11.840418999781832,culdesac,770,True,True,0.5
35,balanced_a,1.0,False,True,79,True,1540,691,False,2,6,geometric_corridor,770,11.844695000036154,culdesac,770,True,True,0.5
36,balanced_a,1.0,False,True,,True,346,0,False,0,81,geometric_corridor,173,5.3394830001707305,spiral,173,True,True,0.5
37,balanced_a,1.0,False,True,,True,346,0,False,1,81,geometric_corridor,173,5.215106000832748,spiral,173,True,True,0.5
38,balanced_a,1.0,False,True,,True,346,0,False,2,81,geometric_corridor,173,5.2797540001847665,spiral,173,True,True,0.5
39,balanced_a,1.0,False,True,,True,1356,0,False,0,274,geometric_corridor,678,20.747522999954526,spiral,678,True,True,0.5
40,balanced_a,1.0,False,True,,True,1356,0,False,1,274,geometric_corridor,678,20.74460900075792,spiral,678,True,True,0.5
41,balanced_a,1.0,False,True,,True,1356,0,False,2,274,geometric_corridor,678,20.54080200014141,spiral,678,True,True,0.5
42,balanced_a,1.0,False,True,39,True,351,137,False,0,4,geometric_corridor,176,2.567913999882876,random_obstacles,176,True,True,0.5014245014245015
43,balanced_a,1.0,False,True,40,True,343,126,False,1,4,geometric_corridor,172,2.519179000046279,random_obstacles,166,True,True,0.4839650145772595
44,balanced_a,1.0,False,True,41,True,350,134,False,2,4,geometric_corridor,175,2.559069999733765,random_obstacles,175,True,True,0.5
45,balanced_a,1.0,False,True,82,True,1388,612,False,0,6,geometric_corridor,694,10.276781000357005,random_obstacles,694,True,True,0.5
46,balanced_a,1.0,False,True,85,True,1411,621,False,1,6,geometric_corridor,706,10.445716000504035,random_obstacles,706,True,True,0.5003543586109143
47,balanced_a,1.0,False,True,80,True,1415,628,False,2,6,geometric_corridor,708,10.632215999976324,random_obstacles,708,True,True,0.5003533568904593
48,balanced_a,1.0,True,True,,False,380,0,False,0,19,geometric_corridor,190,7.3911079998651985,disconnected,796,True,True,2.094736842105263
49,balanced_a,1.0,True,True,,False,380,0,False,1,19,geometric_corridor,190,7.3250280001957435,disconnected,796,True,True,2.094736842105263
50,balanced_a,1.0,True,True,,False,380,0,False,2,19,geometric_corridor,190,7.2587090007800725,disconnected,796,True,True,2.094736842105263
51,balanced_a,1.0,True,True,,False,1560,0,False,0,74,geometric_corridor,780,30.717341000126908,disconnected,3296,True,True,2.112820512820513
52,balanced_a,1.0,True,True,,False,1560,0,False,1,74,geometric_corridor,780,30.707056000210287,disconnected,3296,True,True,2.112820512820513
53,balanced_a,1.0,True,True,,False,1560,0,False,2,74,geometric_corridor,780,30.43734899983974,disconnected,3296,True,True,2.112820512820513
54,balanced_a,1.0460231495393717,False,False,20,True,400,180,False,0,3,geometric_corridor,200,5.7475490002616425,random_geometric,200,True,True,0.5
55,balanced_a,1.0,False,True,77,True,400,44,True,0,4,portal,200,7.383215999652748,clustered,121,True,True,0.3025
56,balanced_a,1.0,False,True,43,True,400,48,True,0,5,hub_aware,200,2.897350000239385,scale_free_pos,91,True,True,0.2275
57,balanced_a,1.0,False,True,43,True,400,48,True,0,5,hub_aware,200,0.37183000040386105,scale_free_no_pos,91,True,True,0.2275
58,balanced_a,1.047172207305179,False,False,19,True,400,181,False,1,3,geometric_corridor,200,5.757033999543637,random_geometric,200,True,True,0.5
59,balanced_a,1.0,False,True,,True,400,0,False,1,137,portal,200,12.60251799976686,clustered,200,True,True,0.5
60,balanced_a,1.0,False,True,80,True,400,72,True,1,6,hub_aware,200,2.91270399975474,scale_free_pos,152,True,True,0.38
61,balanced_a,1.0,False,True,80,True,400,72,True,1,6,hub_aware,200,0.49074999969889177,scale_free_no_pos,152,True,True,0.38
62,balanced_a,1.0869735678242203,False,False,25,True,400,175,False,2,4,geometric_corridor,200,5.958658000054129,random_geometric,200,True,True,0.5
63,balanced_a,1.0890525059745904,True,False,,True,400,0,False,2,19,portal,200,14.450765999754367,clustered,607,True,True,1.5175
64,balanced_a,1.0,False,True,80,True,400,72,True,2,6,hub_aware,200,2.9196239993325435,scale_free_pos,152,True,True,0.38
65,balanced_a,1.0,False,True,80,True,400,72,True,2,6,hub_aware,200,0.4667039993364597,scale_free_no_pos,152,True,True,0.38
66,balanced_a,1.0444813311179493,False,False,28,True,900,422,False,0,4,geometric_corridor,450,13.404547999925853,random_geometric,450,True,True,0.5
67,balanced_a,1.0,False,True,,True,900,0,False,0,254,portal,450,29.799586999615713,clustered,450,True,True,0.5
68,balanced_a,1.0,False,True,180,True,900,137,True,0,8,hub_aware,450,6.8525049991876585,scale_free_pos,317,True,True,0.3522222222222222
69,balanced_a,1.0,False,True,180,True,900,137,True,0,8,hub_aware,450,1.0334790003980743,scale_free_no_pos,317,True,True,0.3522222222222222
70,balanced_a,1.0487805439979778,False,False,30,True,900,420,False,1,4,geometric_corridor,450,13.110935999975482,random_geometric,450,True,True,0.5
71,balanced_a,1.118170906281548,False,False,,True,900,0,False,1,7,portal,450,22.804817000178446,clustered,450,True,False,0.5
72,balanced_a,1.0,False,True,,True,900,0,False,1,5,hub_aware,450,21.94658200005506,scale_free_pos,450,True,True,0.5
73,balanced_a,1.0,False,True,,True,900,0,False,1,5,hub_aware,450,5.531933999918692,scale_free_no_pos,450,True,True,0.5
74,balanced_a,1.0945885541825005,False,False,30,True,900,420,False,2,4,geometric_corridor,450,13.486451999597193,random_geometric,450,True,True,0.5
75,balanced_a,1.0000000000000002,False,True,,True,900,0,False,2,287,portal,450,29.53393600000709,clustered,450,True,True,0.5
76,balanced_a,1.0,False,True,180,True,900,64,True,2,5,hub_aware,450,7.000968999818724,scale_free_pos,244,True,True,0.27111111111111114
77,balanced_a,1.0,False,True,180,True,900,64,True,2,5,hub_aware,450,1.0356619995945948,scale_free_no_pos,244,True,True,0.27111111111111114
0,balanced_b,1.0,False,True,39,True,400,161,False,0,4,geometric_corridor,200,3.223542000341695,open,200,True,True,0.5
1,balanced_b,1.0,False,True,39,True,400,161,False,1,4,geometric_corridor,200,3.126575999885972,open,200,True,True,0.5
2,balanced_b,1.0,False,True,39,True,400,161,False,2,4,geometric_corridor,200,3.092915000706853,open,200,True,True,0.5
3,balanced_b,1.0,False,True,79,True,1600,721,False,0,6,geometric_corridor,800,13.170375000299828,open,800,True,True,0.5
4,balanced_b,1.0,False,True,79,True,1600,721,False,1,6,geometric_corridor,800,13.001650000660447,open,800,True,True,0.5
5,balanced_b,1.0,False,True,79,True,1600,721,False,2,6,geometric_corridor,800,12.579112999446806,open,800,True,True,0.5
6,balanced_b,0.9999999999999999,False,True,283,True,400,0,False,0,113,weighted_cost,200,2.029741000114882,weighted_noise,283,True,True,0.7075
7,balanced_b,0.9999999999999999,False,True,284,True,400,0,False,1,117,weighted_cost,200,1.9712330004040268,weighted_noise,284,True,True,0.71
8,balanced_b,1.0,False,True,278,True,400,0,False,2,117,weighted_cost,200,1.9385639998290571,weighted_noise,278,True,True,0.695
9,balanced_b,0.9999999999999999,False,True,1152,True,1600,0,False,0,478,weighted_cost,800,8.983260000604787,weighted_noise,1152,True,True,0.72
10,balanced_b,1.0055542845825622,False,False,1152,True,1600,0,False,1,471,weighted_cost,800,8.766081999965536,weighted_noise,1152,True,True,0.72
11,balanced_b,1.04527567976037,False,False,,True,1600,0,False,2,10,weighted_cost,800,16.734660999645712,weighted_noise,1152,True,True,0.72
12,balanced_b,1.0,False,True,39,True,381,152,False,0,4,geometric_corridor,191,2.892812999562011,wall,191,True,True,0.5013123359580053
13,balanced_b,1.0,False,True,39,True,381,152,False,1,4,geometric_corridor,191,2.816218000589288,wall,191,True,True,0.5013123359580053
14,balanced_b,1.0,False,True,39,True,381,152,False,2,4,geometric_corridor,191,2.8195130007588887,wall,191,True,True,0.5013123359580053
15,balanced_b,1.0,False,True,79,True,1561,702,False,0,6,geometric_corridor,781,12.489026999901398,wall,781,True,True,0.5003203074951954
16,balanced_b,1.0,False,True,79,True,1561,702,False,1,6,geometric_corridor,781,12.688738000179,wall,781,True,True,0.5003203074951954
17,balanced_b,1.0,False,True,84,True,1561,697,False,2,6,geometric_corridor,781,12.206782000248495,wall,781,True,True,0.5003203074951954
18,balanced_b,1.0,True,True,,True,362,0,False,0,15,geometric_corridor,181,6.596619999982067,double_wall,502,True,True,1.3867403314917126
19,balanced_b,1.0,False,True,,True,362,0,False,1,7,geometric_corridor,181,5.322879000232206,double_wall,230,True,True,0.6353591160220995
20,balanced_b,1.0,True,True,,True,362,0,False,2,15,geometric_corridor,181,6.507615999908012,double_wall,502,True,True,1.3867403314917126
21,balanced_b,1.0,True,True,,True,1522,0,False,0,57,geometric_corridor,761,27.768263000325533,double_wall,2069,True,True,1.3593955321944808
22,balanced_b,1.0,True,True,,True,1522,0,False,1,40,geometric_corridor,761,27.42041799956496,double_wall,1715,True,True,1.1268068331143233
23,balanced_b,1.0,True,True,,True,1522,0,False,2,57,geometric_corridor,761,27.9813639999702,double_wall,2069,True,True,1.3593955321944808
24,balanced_b,1.0,False,True,39,True,368,145,False,0,4,geometric_corridor,184,2.813242999764043,u_shape,184,True,True,0.5
25,balanced_b,1.0,False,True,39,True,368,145,False,1,4,geometric_corridor,184,2.767724000477756,u_shape,184,True,True,0.5
26,balanced_b,1.0,False,True,39,True,368,145,False,2,4,geometric_corridor,184,2.809216999594355,u_shape,184,True,True,0.5
27,balanced_b,1.0,False,True,79,True,1538,690,False,0,6,geometric_corridor,769,12.191738999717927,u_shape,769,True,True,0.5
28,balanced_b,1.0,False,True,79,True,1538,690,False,1,6,geometric_corridor,769,11.907679999239917,u_shape,769,True,True,0.5
29,balanced_b,1.0,False,True,79,True,1538,690,False,2,6,geometric_corridor,769,11.898536000444437,u_shape,769,True,True,0.5
30,balanced_b,1.0,False,True,39,True,370,146,False,0,4,geometric_corridor,185,2.8557570003613364,culdesac,185,True,True,0.5
31,balanced_b,1.0,False,True,39,True,370,146,False,1,4,geometric_corridor,185,2.8065030001016567,culdesac,185,True,True,0.5
32,balanced_b,1.0,False,True,39,True,370,146,False,2,4,geometric_corridor,185,2.7954760007560253,culdesac,185,True,True,0.5
33,balanced_b,1.0,False,True,79,True,1540,691,False,0,6,geometric_corridor,770,11.986208000053011,culdesac,770,True,True,0.5
34,balanced_b,1.0,False,True,79,True,1540,691,False,1,6,geometric_corridor,770,12.187581999569375,culdesac,770,True,True,0.5
35,balanced_b,1.0,False,True,79,True,1540,691,False,2,6,geometric_corridor,770,12.194742999781738,culdesac,770,True,True,0.5
36,balanced_b,1.0,False,True,,True,346,0,False,0,81,geometric_corridor,173,5.513977000191517,spiral,194,True,True,0.5606936416184971
37,balanced_b,1.0,False,True,,True,346,0,False,1,81,geometric_corridor,173,5.341907000001811,spiral,194,True,True,0.5606936416184971
38,balanced_b,1.0,False,True,,True,346,0,False,2,81,geometric_corridor,173,5.421947999820986,spiral,194,True,True,0.5606936416184971
39,balanced_b,1.0,False,True,,True,1356,0,False,0,274,geometric_corridor,678,21.16299000044819,spiral,678,True,True,0.5
40,balanced_b,1.0,False,True,,True,1356,0,False,1,274,geometric_corridor,678,21.098241999425227,spiral,678,True,True,0.5
41,balanced_b,1.0,False,True,,True,1356,0,False,2,274,geometric_corridor,678,21.10749600069539,spiral,678,True,True,0.5
42,balanced_b,1.0,False,True,39,True,351,137,False,0,4,geometric_corridor,176,2.5993509998443187,random_obstacles,176,True,True,0.5014245014245015
43,balanced_b,1.0,False,True,40,True,343,132,False,1,4,geometric_corridor,172,2.507582000362163,random_obstacles,172,True,True,0.5014577259475219
44,balanced_b,1.0,False,True,41,True,350,134,False,2,4,geometric_corridor,175,2.563615999861213,random_obstacles,175,True,True,0.5
45,balanced_b,1.0,False,True,82,True,1388,614,False,0,6,geometric_corridor,694,10.38201899973501,random_obstacles,696,True,True,0.5014409221902018
46,balanced_b,1.0,False,True,85,True,1411,624,False,1,6,geometric_corridor,706,10.615701999995508,random_obstacles,709,True,True,0.5024805102763997
47,balanced_b,1.0,False,True,80,True,1415,628,False,2,6,geometric_corridor,708,10.473918000570848,random_obstacles,708,True,True,0.5003533568904593
48,balanced_b,1.0,True,True,,False,380,0,False,0,19,geometric_corridor,190,7.591649999994843,disconnected,826,True,True,2.1736842105263157
49,balanced_b,1.0,True,True,,False,380,0,False,1,19,geometric_corridor,190,7.390407000457344,disconnected,826,True,True,2.1736842105263157
50,balanced_b,1.0,True,True,,False,380,0,False,2,19,geometric_corridor,190,7.471539000107441,disconnected,826,True,True,2.1736842105263157
51,balanced_b,1.0,True,True,,False,1560,0,False,0,74,geometric_corridor,780,31.462855999961903,disconnected,3326,True,True,2.132051282051282
52,balanced_b,1.0,True,True,,False,1560,0,False,1,74,geometric_corridor,780,31.10366399960185,disconnected,3326,True,True,2.132051282051282
53,balanced_b,1.0,True,True,,False,1560,0,False,2,74,geometric_corridor,780,30.896831999598362,disconnected,3326,True,True,2.132051282051282
54,balanced_b,1.0460231495393717,False,False,20,True,400,180,False,0,3,geometric_corridor,200,5.685586000254261,random_geometric,200,True,True,0.5
55,balanced_b,1.0,False,True,,True,400,0,False,0,4,portal,200,9.42371400014963,clustered,200,True,True,0.5
56,balanced_b,1.0,False,True,43,True,400,48,True,0,5,hub_aware,200,2.819802999511012,scale_free_pos,91,True,True,0.2275
57,balanced_b,1.0,False,True,43,True,400,48,True,0,5,hub_aware,200,0.3677849999803584,scale_free_no_pos,91,True,True,0.2275
58,balanced_b,1.047172207305179,False,False,19,True,400,181,False,1,3,geometric_corridor,200,6.037997000021278,random_geometric,200,True,True,0.5
59,balanced_b,1.0,False,True,,True,400,0,False,1,137,portal,200,12.728939000226092,clustered,200,True,True,0.5
60,balanced_b,1.0,False,True,,True,400,0,False,1,6,hub_aware,200,5.7212399997297325,scale_free_pos,200,True,True,0.5
61,balanced_b,1.0,False,True,,True,400,0,False,1,6,hub_aware,200,2.111335000336112,scale_free_no_pos,200,True,True,0.5
62,balanced_b,1.0869735678242203,False,False,25,True,400,175,False,2,4,geometric_corridor,200,5.784934999610414,random_geometric,200,True,True,0.5
63,balanced_b,1.0890525059745904,True,False,,True,400,0,False,2,19,portal,200,14.294730999608873,clustered,607,True,True,1.5175
64,balanced_b,1.0,False,True,64,True,400,72,True,2,6,hub_aware,200,2.974897000058263,scale_free_pos,136,True,True,0.34
65,balanced_b,1.0,False,True,64,True,400,72,True,2,6,hub_aware,200,0.45115099965187255,scale_free_no_pos,136,True,True,0.34
66,balanced_b,1.0444813311179493,False,False,28,True,900,422,False,0,4,geometric_corridor,450,13.34981499985588,random_geometric,450,True,True,0.5
67,balanced_b,1.0,False,True,,True,900,0,False,0,254,portal,450,30.09009600009449,clustered,450,True,True,0.5
68,balanced_b,1.0,False,True,144,True,900,137,True,0,8,hub_aware,450,6.8899419993613265,scale_free_pos,281,True,True,0.31222222222222223
69,balanced_b,1.0,False,True,144,True,900,137,True,0,8,hub_aware,450,0.9968639997168793,scale_free_no_pos,281,True,True,0.31222222222222223
70,balanced_b,1.0487805439979778,False,False,30,True,900,420,False,1,4,geometric_corridor,450,13.52253599998221,random_geometric,450,True,True,0.5
71,balanced_b,1.118170906281548,False,False,,True,900,0,False,1,7,portal,450,22.501469000417273,clustered,450,True,False,0.5
72,balanced_b,1.25,False,False,,True,900,0,False,1,9,hub_aware,450,13.993947999551892,scale_free_pos,450,True,False,0.5
73,balanced_b,1.0,False,True,,True,900,0,False,1,5,hub_aware,450,5.841291000251658,scale_free_no_pos,450,True,True,0.5
74,balanced_b,1.0945885541825005,False,False,30,True,900,420,False,2,4,geometric_corridor,450,13.53982199998427,random_geometric,450,True,True,0.5
75,balanced_b,1.0000000000000002,False,True,,True,900,0,False,2,287,portal,450,30.530379000083485,clustered,450,True,True,0.5
76,balanced_b,1.0,False,True,144,True,900,64,True,2,5,hub_aware,450,6.809571000303549,scale_free_pos,208,True,True,0.2311111111111111
77,balanced_b,1.0,False,True,144,True,900,64,True,2,5,hub_aware,450,0.903762999769242,scale_free_no_pos,208,True,True,0.2311111111111111
0,quality_a,1.0,False,True,39,True,400,161,False,0,4,geometric_corridor,200,3.0796049995842623,open,200,True,True,0.5
1,quality_a,1.0,False,True,39,True,400,161,False,1,4,geometric_corridor,200,2.9935450002085418,open,200,True,True,0.5
2,quality_a,1.0,False,True,39,True,400,161,False,2,4,geometric_corridor,200,2.9672860000573564,open,200,True,True,0.5
3,quality_a,1.0,False,True,79,True,1600,721,False,0,6,geometric_corridor,800,12.486724000154936,open,800,True,True,0.5
4,quality_a,1.0,False,True,79,True,1600,721,False,1,6,geometric_corridor,800,12.864213000284508,open,800,True,True,0.5
5,quality_a,1.0,False,True,79,True,1600,721,False,2,6,geometric_corridor,800,12.603659999513184,open,800,True,True,0.5
6,quality_a,0.9999999999999999,False,True,283,True,400,0,False,0,113,weighted_cost,200,2.000386999498005,weighted_noise,283,True,True,0.7075
7,quality_a,0.9999999999999999,False,True,284,True,400,0,False,1,117,weighted_cost,200,1.965194000149495,weighted_noise,284,True,True,0.71
8,quality_a,1.0,False,True,278,True,400,0,False,2,117,weighted_cost,200,1.919244999953662,weighted_noise,278,True,True,0.695
9,quality_a,0.9999999999999999,False,True,1152,True,1600,0,False,0,478,weighted_cost,800,8.801996999864059,weighted_noise,1152,True,True,0.72
10,quality_a,1.0055542845825622,False,False,1152,True,1600,0,False,1,471,weighted_cost,800,8.857720000378322,weighted_noise,1152,True,True,0.72
11,quality_a,1.04527567976037,False,False,,True,1600,0,False,2,10,weighted_cost,800,17.000933000417717,weighted_noise,1152,True,True,0.72
12,quality_a,1.0,False,True,39,True,381,152,False,0,4,geometric_corridor,191,2.9210359998614877,wall,191,True,True,0.5013123359580053
13,quality_a,1.0,False,True,39,True,381,152,False,1,4,geometric_corridor,191,2.894336000281328,wall,191,True,True,0.5013123359580053
14,quality_a,1.0,False,True,39,True,381,152,False,2,4,geometric_corridor,191,2.8560179998748936,wall,191,True,True,0.5013123359580053
15,quality_a,1.0,False,True,79,True,1561,702,False,0,6,geometric_corridor,781,12.181312999928195,wall,781,True,True,0.5003203074951954
16,quality_a,1.0,False,True,79,True,1561,702,False,1,6,geometric_corridor,781,12.69749099992623,wall,781,True,True,0.5003203074951954
17,quality_a,1.0,False,True,84,True,1561,697,False,2,6,geometric_corridor,781,12.175344000752375,wall,781,True,True,0.5003203074951954
18,quality_a,1.0,True,True,,True,362,0,False,0,15,geometric_corridor,181,6.584802000361378,double_wall,532,True,True,1.4696132596685083
19,quality_a,1.0,True,True,,True,362,0,False,1,11,geometric_corridor,181,6.502007000563026,double_wall,475,True,True,1.3121546961325967
20,quality_a,1.0,True,True,,True,362,0,False,2,15,geometric_corridor,181,6.516819999887957,double_wall,532,True,True,1.4696132596685083
21,quality_a,1.0,True,True,,True,1522,0,False,0,57,geometric_corridor,761,27.377985000384797,double_wall,2174,True,True,1.42838370565046
22,quality_a,1.0,True,True,,True,1522,0,False,1,40,geometric_corridor,761,27.123290999952587,double_wall,1837,True,True,1.2069645203679369
23,quality_a,1.0,True,True,,True,1522,0,False,2,57,geometric_corridor,761,27.74806300021737,double_wall,2174,True,True,1.42838370565046
24,quality_a,1.0,False,True,39,True,368,145,False,0,4,geometric_corridor,184,2.8269140002521453,u_shape,184,True,True,0.5
25,quality_a,1.0,False,True,39,True,368,145,False,1,4,geometric_corridor,184,2.7403129997765063,u_shape,184,True,True,0.5
26,quality_a,1.0,False,True,39,True,368,145,False,2,4,geometric_corridor,184,2.818009999828064,u_shape,184,True,True,0.5
27,quality_a,1.0,False,True,79,True,1538,690,False,0,6,geometric_corridor,769,12.108353000257921,u_shape,769,True,True,0.5
28,quality_a,1.0,False,True,79,True,1538,690,False,1,6,geometric_corridor,769,11.972948999755317,u_shape,769,True,True,0.5
29,quality_a,1.0,False,True,79,True,1538,690,False,2,6,geometric_corridor,769,12.002133000351023,u_shape,769,True,True,0.5
30,quality_a,1.0,False,True,39,True,370,146,False,0,4,geometric_corridor,185,2.825221000421152,culdesac,185,True,True,0.5
31,quality_a,1.0,False,True,39,True,370,146,False,1,4,geometric_corridor,185,2.7432080005382886,culdesac,185,True,True,0.5
32,quality_a,1.0,False,True,39,True,370,146,False,2,4,geometric_corridor,185,2.744438999798149,culdesac,185,True,True,0.5
