_beam_astar_path_calls,_beam_astar_path_ms,_budgeted_bidirectional_dijkstra_calls,_budgeted_bidirectional_dijkstra_ms,_budgeted_dijkstra_calls,_budgeted_dijkstra_ms,_candidate_result_calls,_candidate_result_ms,_choose_strategy_calls,_choose_strategy_ms,_corridor_nodes_calls,_corridor_nodes_ms,_expand_by_hops_calls,_expand_by_hops_ms,_geometric_corridor_strategy_calls,_geometric_corridor_strategy_ms,_graph_features_calls,_graph_features_ms,_greedy_geometric_path_calls,_greedy_geometric_path_ms,_hub_aware_strategy_calls,_hub_aware_strategy_ms,_local_repair_calls,_local_repair_ms,_long_edge_portal_endpoints_calls,_long_edge_portal_endpoints_ms,_portal_strategy_calls,_portal_strategy_ms,_weighted_astar_calls,_weighted_astar_ms,_weighted_cost_strategy_calls,_weighted_cost_strategy_ms,case_id,edges,elapsed_ms,emergency,first_path_work,found,nodes,path_distance_calls,path_distance_ms,quality_budget_used,ratio,repair,result_time_ms,seed,strategy,target_work,topology,within10,work
1,0.13495299936039373,,,3,0.31076699997356627,3,0.31566399957227986,1,0.0017029997252393514,1,0.5230959995969897,,,1,1.0041790001196205,1,0.882226000612718,,,,,,,,,,,,,,,54,1844,1.9225890000598156,False,20,True,400,1,0.010636000297381543,160,1.0460231495393717,False,1.9080270003541955,0,geometric_corridor,180,random_geometric,True,180
,,,,2,0.21142799960216507,1,0.1552639996589278,1,0.0018629998521646485,1,0.34825399961846415,3,0.058387000535731204,,,1,0.9542339994368376,,,,,1,0.07585399998788489,1,2.2304710000753403,1,3.235822000533517,,,,,55,1984,4.240852000293671,False,84,True,400,1,0.004537000677373726,44,1.0,True,4.225528999995731,0,portal,180,clustered,True,128
,,,,2,0.1408219995937543,1,0.08610000077169389,1,0.000740999894333072,,,2,0.03491200004646089,,,1,0.8022660003916826,,,1,0.25901900062308414,1,0.07137800002965378,,,,,,,,,56,1194,1.0859919993890799,False,43,True,400,1,0.0038359994505299255,48,1.0,True,1.0730719995990512,0,hub_aware,180,scale_free_pos,True,91
,,,,2,0.1381980000587646,1,0.08324499958689557,1,0.0006509999366244301,,,2,0.03573300000425661,,,1,0.08907400024327217,,,1,0.250826999945275,1,0.07012500009295763,,,,,,,,,57,1194,0.36275500042393105,False,43,True,400,1,0.0034260001484653912,48,1.0,True,0.3508970003167633,0,hub_aware,180,scale_free_no_pos,True,91
1,0.16530899938516086,,,3,0.3485329998511588,3,0.3527909993863432,1,0.0021530004232772626,1,0.6411330004993943,,,1,1.1922019994017319,1,0.9501980002823984,,,,,,,,,,,,,,,58,1873,2.181597000344482,False,19,True,400,1,0.01153699940914521,161,1.047172207305179,False,2.1654329993907595,1,geometric_corridor,180,random_geometric,True,180
,,,,2,0.20398700144141912,1,0.14894400010234676,1,0.0019030003386433236,1,0.2689439997993759,3,0.05255899941403186,,,1,0.9300869996877736,,,,,1,0.07182799981819699,1,2.3467359997084714,1,3.271284999755153,,,,,59,1992,4.22675000027084,False,100,True,400,1,0.003766000190807972,45,1.0,True,4.214021999359829,1,portal,180,clustered,True,145
,,,,5,0.6063800001356867,4,0.5262409995339112,1,0.0006709997251164168,1,0.27295099971524905,6,0.1224329998876783,,,1,0.7934619998195558,,,1,0.5054099992776173,1,0.10605000079522142,1,1.3838389995726175,1,2.2432599998865044,,,,,60,1194,3.5716270003831596,False,,True,400,1,0.003825999556283932,0,1.0,False,3.5594390001278953,1,hub_aware,180,scale_free_pos,True,180
2,0.6319399999483721,1,0.30937500014260877,6,0.7011429997874075,5,0.614463999227155,1,0.0009920004231389612,2,0.017026000932673924,5,0.11358100073266542,1,0.5587690002357704,1,0.13698600014322437,1,0.0059989997680531815,1,0.5871630000910955,1,0.11420200007705716,1,0.0009010000212583691,1,0.7967380006448366,1,0.17123699944932014,1,0.4325800000515301,61,1194,2.5550689997544396,False,,True,400,1,0.004526000338955782,0,1.0,False,2.539346000048681,1,hub_aware,180,scale_free_no_pos,True,180
1,0.17367100008414127,,,3,0.2710269991439418,3,0.274362000709516,1,0.001601999429112766,1,0.5342320000636391,,,1,1.0074429992528167,1,0.9075729994947324,,,,,,,,,,,,,,,62,1859,1.94757600002049,False,25,True,400,1,0.009394000699103344,155,1.0869735678242203,False,1.9340560002092388,2,geometric_corridor,180,random_geometric,True,180
,,,,2,0.20410699926287634,1,0.1485029997638776,1,0.0013730004866374657,1,0.34079199940606486,3,0.05476299884321634,,,1,0.9562670002196683,,,,,1,0.07262899998750072,1,2.5437320000492036,1,3.5298229995532893,,,,,63,1991,4.512020000220218,False,97,True,400,1,0.003785999979299959,43,1.0,True,4.4991599997956655,2,portal,180,clustered,True,140
,,,,2,0.25813799948082305,1,0.14313500014395686,1,0.0007320004442590289,,,2,0.06437699994421564,,,1,0.8319600001414074,,,1,0.4218739995849319,1,0.13837799997418188,,,,,,,,,64,1194,1.281484999708482,False,64,True,400,1,0.0048269994294969365,72,1.0,True,1.267704999918351,2,hub_aware,180,scale_free_pos,True,136
,,,,2,0.19971999972767662,1,0.11508299940032884,1,0.0006609998308704235,,,2,0.04498799989960389,,,1,0.08841299950290704,,,1,0.32313599967892515,1,0.1069310001184931,,,,,,,,,65,1194,0.4361260007499368,False,64,True,400,1,0.004037000508105848,72,1.0,True,0.4241070000716718,2,hub_aware,180,scale_free_no_pos,True,136
1,0.2011619999393588,,,3,0.6618129991693422,3,0.6663900003331946,1,0.001702000190562103,1,1.2162160001025768,,,1,2.121513999554736,1,1.0138819998246618,,,,,,,,,,,,,,,66,4178,3.172711999468447,False,28,True,900,1,0.012208000043756329,377,1.0444813311179493,False,3.1582609999531996,0,geometric_corridor,405,random_geometric,True,405
,,,,2,0.3997009998784051,1,0.34404600046400446,1,0.0015220002751448192,1,0.776846999542613,3,0.1223640001626336,,,1,0.9914579995893291,,,,,1,0.07707499935349915,1,6.471645000601711,1,8.892368000488204,,,,,67,4486,9.912529999382969,False,205,True,900,1,0.0043359996197978035,42,1.0,True,9.898177999275504,0,portal,405,clustered,True,247
,,,,2,0.44820300081482856,1,0.2670109997779946,1,0.0010809999366756529,,,2,0.08246399920608383,,,1,0.9934109993992024,,,1,0.7547530003648717,1,0.21530400044866838,,,,,,,,,68,2694,1.7804520002755453,False,144,True,900,1,0.0046170007408363745,137,1.0,True,1.76525999995647,0,hub_aware,405,scale_free_pos,True,281
,,,,2,0.4545319989119889,1,0.2887840000767028,1,0.0009009991117636673,,,2,0.10502699933567783,,,1,0.23542300004919525,,,1,0.7197900004030089,1,0.20027999926242046,,,,,,,,,69,2694,0.9854400004769559,False,144,True,900,1,0.004697000804299023,137,1.0,True,0.9701760000098147,0,hub_aware,405,scale_free_no_pos,True,281
1,0.2265900002385024,,,3,0.6443470001613605,3,0.6486440006483463,1,0.0017729998944560066,1,1.1983290005446179,,,1,2.111750000040047,1,1.3129910003044643,,,,,,,,,,,,,,,70,4151,3.467946000455413,False,30,True,900,1,0.01254800008609891,375,1.0487805439979778,False,3.4501990003263927,1,geometric_corridor,405,random_geometric,True,405
,,,,2,0.35130700052832253,1,0.2977169997393503,1,0.001782999788702,1,0.7993799999894691,3,0.1241469981323462,,,1,1.021594000121695,,,,,1,0.07240800005092751,1,6.093997999414569,1,8.346760000677023,,,,,71,4490,9.399589999702584,False,186,True,900,1,0.0045169999793870375,40,1.0,True,9.38462699923548,1,portal,405,clustered,True,226
,,,,5,1.3198309998188051,4,1.1337320001985063,1,0.0010619996828609146,1,0.6796600000598119,6,0.2794299998640781,,,1,1.1291549999441486,,,1,1.1120090002805227,1,0.2262090001750039,1,3.493825000077777,1,5.503071000021009,,,,,72,2694,7.786569000018062,False,,True,900,1,0.004105999323655851,0,1.0,False,7.767500000227301,1,hub_aware,405,scale_free_pos,True,405
2,1.3701569996555918,1,1.010807000056957,6,1.4395800008060178,5,1.3803219999317662,1,0.0010919993655988947,2,0.02369499998167157,5,0.2210610000474844,1,1.2525400006779819,1,0.19369099936739076,1,0.005758000042987987,1,1.1225759999433649,1,0.08898400028556352,1,0.001110999619413633,1,1.815704999899026,1,0.38882300032128114,1,1.1260700002821977,73,2694,5.556780999540933,False,,True,900,1,0.004286999683245085,0,1.0,False,5.5416490004063235,1,hub_aware,405,scale_free_no_pos,True,405
1,0.22560900015378138,,,3,0.7053889994494966,3,0.709785999788437,1,0.0016230005712714046,1,1.190596999549598,,,1,2.163967999877059,1,1.084317000277224,,,,,,,,,,,,,,,74,4217,3.2910899999478715,False,30,True,900,1,0.01374099974782439,375,1.0945885541825005,False,3.2736740004111198,2,geometric_corridor,405,random_geometric,True,405
,,,,2,0.4698049997386988,1,0.39678600023762556,1,0.0021129999367985874,1,0.7171959996412625,3,0.11788700066972524,,,1,1.0038159998657648,,,,,1,0.09967999994842103,1,6.298665000031178,1,8.628071000202908,,,,,75,4486,9.67518299967196,False,232,True,900,1,0.004257000000507105,52,1.0,True,9.660162000727723,2,portal,405,clustered,True,284
,,,,2,0.3597690001697629,1,0.28317499982222216,1,0.0011120000635855831,,,2,0.06935400051588658,,,1,1.0173970003961585,,,1,0.5916379996051546,1,0.09775699982128572,,,,,,,,,76,2694,1.6404019997935393,False,144,True,900,1,0.0043269992602290586,64,1.0,True,1.6249490008704015,2,hub_aware,405,scale_free_pos,True,208
,,,,2,0.3427339997870149,1,0.26867399992624996,1,0.0007210001058410853,,,2,0.08798199905868387,,,1,0.197807000404282,,,1,0.5879330001334893,1,0.09407199922861764,,,,,,,,,77,2694,0.8148630004143342,False,144,True,900,1,0.0042370002120151184,64,1.0,True,0.7999609997568768,2,hub_aware,405,scale_free_no_pos,True,208
