case_id,distance,distance_ratio,edges,error_code,fallback_used,found,nodes,path_distance,peak_kib_uniform,quality_guard_replaced,quality_guard_used,quality_guard_work,reentry_count,requested_nodes,seed,solver,steps,switch_count,topology,topology_gate_action,topology_gate_reasons,topology_risk_class,topology_risk_score,total_time_ms,total_work,valid
40,78.0,1.0,2382,,False,True,1356,78.0,458.3984375,False,False,0,0,1600,1,bidir,813,0,spiral,BASELINE,,,,15.690902999949685,2779,True
40,78.0,1.0,2382,,False,True,1356,78.0,261.796875,False,False,0,0,1600,1,astar,1356,0,spiral,BASELINE,,,,12.554297000065162,4762,True
40,78.0,1.0,2382,,True,True,1356,78.0,608.63671875,False,False,0,3,1600,1,dg5,3009,4,spiral,BASELINE,,,,153.64726399991468,11087,True
41,78.0,1.0,2382,,False,True,1356,78.0,259.8203125,False,False,0,0,1600,2,dijkstra,1356,0,spiral,BASELINE,,,,12.631843000008303,4762,True
41,78.0,1.0,2382,,False,True,1356,78.0,458.3984375,False,False,0,0,1600,2,bidir,813,0,spiral,BASELINE,,,,15.284142000041356,2779,True
41,78.0,1.0,2382,,False,True,1356,78.0,261.796875,False,False,0,0,1600,2,astar,1356,0,spiral,BASELINE,,,,12.372614000014437,4762,True
41,78.0,1.0,2382,,True,True,1356,78.0,608.63671875,False,False,0,3,1600,2,dg5,3009,4,spiral,BASELINE,,,,157.11059099999147,11087,True
42,38.0,1.0,583,,False,True,351,38.0,83.4296875,False,False,0,0,400,0,dijkstra,351,0,random_obstacles,BASELINE,,,,2.1349129999634897,1164,True
42,38.0,1.0,583,,False,True,351,38.0,108.75,False,False,0,0,400,0,bidir,333,0,random_obstacles,BASELINE,,,,4.009895999956825,1111,True
42,38.0,1.0,583,,False,True,351,38.0,84.953125,False,False,0,0,400,0,astar,342,0,random_obstacles,BASELINE,,,,2.2175569999944855,1145,True
42,38.0,1.0,583,,True,True,351,38.0,194.328125,False,True,1111,0,400,0,dg5,90,1,random_obstacles,BASELINE,,,,24.226242999930037,2716,True
43,38.0,1.0,565,,False,True,343,38.0,85.5546875,False,False,0,0,400,1,dijkstra,343,0,random_obstacles,BASELINE,,,,2.276676000064981,1128,True
43,38.0,1.0,565,,False,True,343,38.0,123.2265625,False,False,0,0,400,1,bidir,296,0,random_obstacles,BASELINE,,,,3.9583489999586163,990,True
43,38.0,1.0,565,,False,True,343,38.0,64.96875,False,False,0,0,400,1,astar,316,0,random_obstacles,BASELINE,,,,1.9819839999399846,1055,True
43,38.0,1.0,565,,True,True,343,38.0,174.88671875,False,True,990,0,400,1,dg5,151,1,random_obstacles,BASELINE,,,,23.109649000048194,2611,True
44,38.0,1.0,577,,False,True,350,38.0,85.6484375,False,False,0,0,400,2,dijkstra,350,0,random_obstacles,BASELINE,,,,2.261482999983855,1152,True
44,38.0,1.0,577,,False,True,350,38.0,100.9453125,False,False,0,0,400,2,bidir,310,0,random_obstacles,BASELINE,,,,4.177046999984668,1025,True
44,38.0,1.0,577,,False,True,350,38.0,76.2421875,False,False,0,0,400,2,astar,327,0,random_obstacles,BASELINE,,,,2.2787990000097125,1087,True
44,38.0,1.0,577,,False,True,350,38.0,184.2109375,False,True,1025,1,400,2,dg5,173,1,random_obstacles,BASELINE,,,,25.92734199993174,2699,True
45,78.0,1.0,2349,,False,True,1388,78.0,338.4609375,False,False,0,0,1600,0,dijkstra,1388,0,random_obstacles,BASELINE,,,,12.728197999990698,4696,True
45,78.0,1.0,2349,,False,True,1388,78.0,591.546875,False,False,0,0,1600,0,bidir,1311,0,random_obstacles,BASELINE,,,,24.867099999937636,4451,True
45,78.0,1.0,2349,,False,True,1388,78.0,265.390625,False,False,0,0,1600,0,astar,1345,0,random_obstacles,BASELINE,,,,12.457841000014014,4573,True
45,78.0,1.0,2349,,False,True,1388,78.0,767.07421875,False,False,0,0,1600,0,dg5,141,0,random_obstacles,BASELINE,,,,83.87616599998182,6225,True
46,78.0,1.0,2446,,False,True,1411,78.0,338.5859375,False,False,0,0,1600,1,dijkstra,1411,0,random_obstacles,BASELINE,,,,13.675238000018908,4890,True
46,78.0,1.0,2446,,False,True,1411,78.0,606.75,False,False,0,0,1600,1,bidir,1311,0,random_obstacles,BASELINE,,,,24.295782999956828,4561,True
46,78.0,1.0,2446,,False,True,1411,78.0,342.4140625,False,False,0,0,1600,1,astar,1362,0,random_obstacles,BASELINE,,,,12.678884000024482,4737,True
46,78.0,1.0,2446,,False,True,1411,78.0,797.87890625,False,False,0,0,1600,1,dg5,144,0,random_obstacles,BASELINE,,,,85.55411899999399,6445,True
47,78.0,1.0,2444,,False,True,1415,78.0,338.6484375,False,False,0,0,1600,2,dijkstra,1415,0,random_obstacles,BASELINE,,,,12.538612999946963,4886,True
47,78.0,1.0,2444,,False,True,1415,78.0,607.8984375,False,False,0,0,1600,2,bidir,1352,0,random_obstacles,BASELINE,,,,25.056243999983963,4671,True
47,78.0,1.0,2444,,False,True,1415,78.0,342.8359375,False,False,0,0,1600,2,astar,1405,0,random_obstacles,BASELINE,,,,14.001897999946777,4859,True
47,78.0,1.0,2444,,False,True,1415,78.0,796.86328125,False,False,0,0,1600,2,dg5,144,0,random_obstacles,BASELINE,,,,85.7577310000579,6445,True
48,inf,1.0,701,,False,False,380,inf,34.9609375,False,False,0,0,400,0,dijkstra,200,0,disconnected,BASELINE,,,,1.1441369999829476,740,True
48,inf,1.0,701,,False,False,380,inf,179.328125,False,False,0,0,400,0,bidir,379,0,disconnected,BASELINE,,,,5.566922999946655,1400,True
48,inf,1.0,701,,False,False,380,inf,33.203125,False,False,0,0,400,0,astar,200,0,disconnected,BASELINE,,,,1.0533299999906376,740,True
48,inf,1.0,701,DISCONNECTED_PRECHECK,False,False,380,inf,187.45703125,False,False,0,0,400,0,dg5,1,0,disconnected,DISCONNECTED_PRECHECK,LOW_RISK,low,0.0,18.144159000030413,1783,True
49,inf,1.0,701,,False,False,380,inf,32.7109375,False,False,0,0,400,1,dijkstra,200,0,disconnected,BASELINE,,,,1.1109769999393393,740,True
49,inf,1.0,701,,False,False,380,inf,110.421875,False,False,0,0,400,1,bidir,379,0,disconnected,BASELINE,,,,5.229655999983152,1400,True
49,inf,1.0,701,,False,False,380,inf,33.203125,False,False,0,0,400,1,astar,200,0,disconnected,BASELINE,,,,1.0434859999577384,740,True
49,inf,1.0,701,DISCONNECTED_PRECHECK,False,False,380,inf,187.45703125,False,False,0,0,400,1,dg5,1,0,disconnected,DISCONNECTED_PRECHECK,LOW_RISK,low,0.0,18.342010999958802,1783,True
50,inf,1.0,701,,False,False,380,inf,34.9609375,False,False,0,0,400,2,dijkstra,200,0,disconnected,BASELINE,,,,1.1699449999014178,740,True
50,inf,1.0,701,,False,False,380,inf,179.2734375,False,False,0,0,400,2,bidir,379,0,disconnected,BASELINE,,,,6.117488999962006,1400,True
50,inf,1.0,701,,False,False,380,inf,33.203125,False,False,0,0,400,2,astar,200,0,disconnected,BASELINE,,,,1.2723690000484567,740,True
50,inf,1.0,701,DISCONNECTED_PRECHECK,False,False,380,inf,187.45703125,False,False,0,0,400,2,dg5,1,0,disconnected,DISCONNECTED_PRECHECK,LOW_RISK,low,0.0,21.237269000039305,1783,True
51,inf,1.0,3001,,False,False,1560,inf,136.8984375,False,False,0,0,1600,0,dijkstra,800,0,disconnected,BASELINE,,,,7.2644000000536835,3080,True
51,inf,1.0,3001,,False,False,1560,inf,689.1953125,False,False,0,0,1600,0,bidir,1559,0,disconnected,BASELINE,,,,30.713222999906975,6000,True
51,inf,1.0,3001,,False,False,1560,inf,137.8125,False,False,0,0,1600,0,astar,800,0,disconnected,BASELINE,,,,7.320955000068352,3080,True
51,inf,1.0,3001,DISCONNECTED_PRECHECK,False,False,1560,inf,843.55078125,False,False,0,0,1600,0,dg5,1,0,disconnected,DISCONNECTED_PRECHECK,LOW_RISK,low,0.0,86.81376000004093,7563,True
52,inf,1.0,3001,,False,False,1560,inf,136.8984375,False,False,0,0,1600,1,dijkstra,800,0,disconnected,BASELINE,,,,7.154624999998305,3080,True
52,inf,1.0,3001,,False,False,1560,inf,684.5078125,False,False,0,0,1600,1,bidir,1559,0,disconnected,BASELINE,,,,70.71504099997128,6000,True
52,inf,1.0,3001,,False,False,1560,inf,137.8125,False,False,0,0,1600,1,astar,800,0,disconnected,BASELINE,,,,6.980733999967015,3080,True
52,inf,1.0,3001,DISCONNECTED_PRECHECK,False,False,1560,inf,843.83984375,False,False,0,0,1600,1,dg5,1,0,disconnected,DISCONNECTED_PRECHECK,LOW_RISK,low,0.0,85.84801699998934,7563,True
53,inf,1.0,3001,,False,False,1560,inf,136.8984375,False,False,0,0,1600,2,dijkstra,800,0,disconnected,BASELINE,,,,7.151309999926525,3080,True
53,inf,1.0,3001,,False,False,1560,inf,679.4609375,False,False,0,0,1600,2,bidir,1559,0,disconnected,BASELINE,,,,32.6269439999578,6000,True
53,inf,1.0,3001,,False,False,1560,inf,137.8125,False,False,0,0,1600,2,astar,800,0,disconnected,BASELINE,,,,7.443608000016866,3080,True
53,inf,1.0,3001,DISCONNECTED_PRECHECK,False,False,1560,inf,843.55078125,False,False,0,0,1600,2,dg5,1,0,disconnected,DISCONNECTED_PRECHECK,LOW_RISK,low,0.0,86.2636909999992,7563,True
54,1.4020064269096935,1.0,1844,,False,True,400,1.4020064269096935,85.6796875,False,False,0,0,400,0,dijkstra,400,0,random_geometric,BASELINE,,,,5.99088900003153,3680,True
54,1.4020064269096935,1.0,1844,,False,True,400,1.4020064269096935,236.3359375,False,False,0,0,400,0,bidir,427,0,random_geometric,BASELINE,,,,10.318731999973352,2858,True
54,1.4020064269096935,1.0,1844,,False,True,400,1.4020064269096935,37.859375,False,False,0,0,400,0,astar,133,0,random_geometric,BASELINE,,,,1.9227949999276461,1188,True
54,1.4665311783505186,1.0460231495393717,1844,,False,True,400,1.4665311783505186,377.55859375,False,False,0,0,400,0,dg5,42,0,random_geometric,BASELINE,,,,38.69598000005681,4128,True
55,1.4520936153591255,1.0,1984,,False,True,400,1.4520936153591255,84.0546875,False,False,0,0,400,0,dijkstra,314,0,clustered,BASELINE,,,,5.173212000045169,3108,True
55,1.4520936153591255,1.0,1984,,False,True,400,1.4520936153591255,230.75,False,False,0,0,400,0,bidir,302,0,clustered,BASELINE,,,,7.5920210000504085,2039,True
55,1.4520936153591255,1.0,1984,,False,True,400,1.4520936153591255,35.9765625,False,False,0,0,400,0,astar,172,0,clustered,BASELINE,,,,2.608092999935252,1705,True
55,1.4520936153591255,1.0,1984,,False,True,400,1.4520936153591255,374.07421875,True,True,2039,1,400,0,dg5,389,1,clustered,MRPC_FAST_PATH;QUALITY_GUARD_EXACT_REPLACE,,,,57.33686399992166,6697,True
56,3.0,1.0,1194,,False,True,400,3.0,63.8984375,False,False,0,0,400,0,dijkstra,93,0,scale_free_pos,BASELINE,,,,1.3291440000102739,810,True
56,3.0,1.0,1194,,False,True,400,3.0,83.4296875,False,False,0,0,400,0,bidir,5,0,scale_free_pos,BASELINE,,,,1.3775170000371872,22,True
56,3.0,1.0,1194,,False,True,400,3.0,14.40625,False,False,0,0,400,0,astar,16,0,scale_free_pos,BASELINE,,,,0.2061090000324839,133,True
56,3.0,1.0,1194,,True,True,400,3.0,225.96484375,False,False,0,0,400,0,dg5,5,0,scale_free_pos,EXACT_PRECHECK,HUB_DOMINANT;GEOMETRY_WEIGHT_MISMATCH,high,0.8,26.923314999976355,2810,True
57,3.0,1.0,1194,,False,True,400,3.0,64.0390625,False,False,0,0,400,0,dijkstra,93,0,scale_free_no_pos,BASELINE,,,,1.458217999925182,810,True
57,3.0,1.0,1194,,False,True,400,3.0,113.125,False,False,0,0,400,0,bidir,5,0,scale_free_no_pos,BASELINE,,,,1.8789289999858738,22,True
57,3.0,1.0,1194,,False,True,400,3.0,70.3671875,False,False,0,0,400,0,astar,93,0,scale_free_no_pos,BASELINE,,,,1.5155140000615575,810,True
57,3.0,1.0,1194,,True,True,400,3.0,162.12109375,False,False,0,0,400,0,dg5,5,0,scale_free_no_pos,EXACT_PRECHECK,NO_GEOMETRY;HUB_DOMINANT,medium,0.6,5.52324700004192,2810,True
58,1.3948976996284757,1.0,1873,,False,True,400,1.3948976996284757,85.703125,False,False,0,0,400,1,dijkstra,400,0,random_geometric,BASELINE,,,,6.835285999954976,3738,True
58,1.3948976996284754,0.9999999999999999,1873,,False,True,400,1.3948976996284757,240.4140625,False,False,0,0,400,1,bidir,438,0,random_geometric,BASELINE,,,,10.875487000021167,2960,True
58,1.3948976996284757,1.0,1873,,False,True,400,1.3948976996284757,37.7109375,False,False,0,0,400,1,astar,121,0,random_geometric,BASELINE,,,,1.7478419999861217,1119,True
58,1.4595722739316181,1.0463651021292588,1873,,False,True,400,1.4595722739316181,379.80859375,False,False,0,0,400,1,dg5,42,0,random_geometric,BASELINE,,,,40.08111799998915,4186,True
59,1.534284935645936,1.0,1992,,False,True,400,1.534284935645936,84.4765625,False,False,0,0,400,1,dijkstra,350,0,clustered,BASELINE,,,,5.846452000014324,3494,True
59,1.534284935645936,1.0,1992,,False,True,400,1.534284935645936,242.9765625,False,False,0,0,400,1,bidir,405,0,clustered,BASELINE,,,,9.815806999995402,2868,True
59,1.534284935645936,1.0,1992,,False,True,400,1.534284935645936,40.2734375,False,False,0,0,400,1,astar,278,0,clustered,BASELINE,,,,4.627653000056853,2762,True
59,1.534284935645936,1.0,1992,,True,True,400,1.534284935645936,373.77734375,True,True,2868,1,400,1,dg5,823,2,clustered,MRPC_FAST_PATH;QUALITY_GUARD_EXACT_REPLACE,,,,70.65788499994596,7826,True
60,4.0,1.0,1194,,False,True,400,4.0,87.8125,False,False,0,0,400,1,dijkstra,356,0,scale_free_pos,BASELINE,,,,3.754643999968721,2233,True
60,4.0,1.0,1194,,False,True,400,4.0,86.796875,False,False,0,0,400,1,bidir,8,0,scale_free_pos,BASELINE,,,,1.3803909999978714,62,True
60,4.0,1.0,1194,,False,True,400,4.0,69.40625,False,False,0,0,400,1,astar,193,0,scale_free_pos,BASELINE,,,,2.508282999997391,1461,True
60,4.0,1.0,1194,,True,True,400,4.0,224.98046875,False,False,0,0,400,1,dg5,8,0,scale_free_pos,EXACT_PRECHECK,HUB_DOMINANT;GEOMETRY_WEIGHT_MISMATCH,high,0.8,24.943379999967874,2850,True
61,4.0,1.0,1194,,False,True,400,4.0,87.953125,False,False,0,0,400,1,dijkstra,356,0,scale_free_no_pos,BASELINE,,,,3.6737020000146003,2233,True
61,4.0,1.0,1194,,False,True,400,4.0,116.6171875,False,False,0,0,400,1,bidir,8,0,scale_free_no_pos,BASELINE,,,,2.0172970000658097,62,True
61,4.0,1.0,1194,,False,True,400,4.0,92.7578125,False,False,0,0,400,1,astar,356,0,scale_free_no_pos,BASELINE,,,,3.7510580000343907,2233,True
61,4.0,1.0,1194,,True,True,400,4.0,165.48828125,False,False,0,0,400,1,dg5,8,0,scale_free_no_pos,EXACT_PRECHECK,NO_GEOMETRY;HUB_DOMINANT,medium,0.6,4.715258999908656,2850,True
62,1.3950248168931014,1.0,1859,,False,True,400,1.3950248168931014,84.984375,False,False,0,0,400,2,dijkstra,400,0,random_geometric,BASELINE,,,,6.3223659999493975,3710,True
62,1.3950248168931014,1.0,1859,,False,True,400,1.3950248168931014,237.3828125,False,False,0,0,400,2,bidir,443,0,random_geometric,BASELINE,,,,10.093535000009979,2880,True
62,1.3950248168931014,1.0,1859,,False,True,400,1.3950248168931014,22.859375,False,False,0,0,400,2,astar,102,0,random_geometric,BASELINE,,,,1.249624999900334,954,True
62,1.5035409928056003,1.077787989574392,1859,,False,True,400,1.5035409928056003,380.62109375,False,False,0,0,400,2,dg5,42,0,random_geometric,BASELINE,,,,37.87546299997757,4158,True
63,2.2952626198152504,1.0,1991,,False,True,400,2.2952626198152504,83.609375,False,False,0,0,400,2,dijkstra,338,0,clustered,BASELINE,,,,5.585699999983262,3371,True
63,2.2952626198152504,1.0,1991,,False,True,400,2.2952626198152504,243.4921875,False,False,0,0,400,2,bidir,474,0,clustered,BASELINE,,,,10.3523730000461,3043,True
63,2.2952626198152504,1.0,1991,,False,True,400,2.2952626198152504,39.5703125,False,False,0,0,400,2,astar,302,0,clustered,BASELINE,,,,5.076526000038939,2999,True
63,2.2952626198152504,1.0,1991,,True,True,400,2.2952626198152504,373.69921875,True,True,3043,0,400,2,dg5,509,1,clustered,MRPC_FAST_PATH;QUALITY_GUARD_EXACT_REPLACE,,,,63.8318490000529,7777,True
64,4.0,1.0,1194,,False,True,400,4.0,87.625,False,False,0,0,400,2,dijkstra,381,0,scale_free_pos,BASELINE,,,,3.9341130000138946,2319,True
64,4.0,1.0,1194,,False,True,400,4.0,84.265625,False,False,0,0,400,2,bidir,8,0,scale_free_pos,BASELINE,,,,1.371668000047066,37,True
64,4.0,1.0,1194,,False,True,400,4.0,70.0390625,False,False,0,0,400,2,astar,160,0,scale_free_pos,BASELINE,,,,2.1885740000016085,1253,True
64,4.0,1.0,1194,,True,True,400,4.0,225.40234375,False,False,0,0,400,2,dg5,8,0,scale_free_pos,EXACT_PRECHECK,HUB_DOMINANT;GEOMETRY_WEIGHT_MISMATCH,high,0.8,26.814678000050662,2825,True
65,4.0,1.0,1194,,False,True,400,4.0,87.765625,False,False,0,0,400,2,dijkstra,381,0,scale_free_no_pos,BASELINE,,,,3.9057910000792617,2319,True
65,4.0,1.0,1194,,False,True,400,4.0,113.9609375,False,False,0,0,400,2,bidir,8,0,scale_free_no_pos,BASELINE,,,,2.027862999966601,37,True
65,4.0,1.0,1194,,False,True,400,4.0,92.546875,False,False,0,0,400,2,astar,381,0,scale_free_no_pos,BASELINE,,,,3.8991000000123677,2319,True
65,4.0,1.0,1194,,True,True,400,4.0,162.95703125,False,False,0,0,400,2,dg5,8,0,scale_free_no_pos,EXACT_PRECHECK,NO_GEOMETRY;HUB_DOMINANT,medium,0.6,4.568850000055136,2825,True
66,1.4099098682528564,1.0,4178,,False,True,900,1.4099098682528564,140.0,False,False,0,0,900,0,dijkstra,900,0,random_geometric,BASELINE,,,,16.536761999986993,8348,True
66,1.4099098682528561,0.9999999999999999,4178,,False,True,900,1.4099098682528564,686.2265625,False,False,0,0,900,0,bidir,1018,0,random_geometric,BASELINE,,,,27.471668999965004,6347,True
66,1.4099098682528564,1.0,4178,,False,True,900,1.4099098682528564,73.96875,False,False,0,0,900,0,astar,254,0,random_geometric,BASELINE,,,,4.718218999983037,2360,True
66,1.486488004265901,1.054314206700276,4178,,False,True,900,1.486488004265901,798.83984375,False,False,0,0,900,0,dg5,92,0,random_geometric,BASELINE,,,,94.92217199999686,9346,True
67,1.7450943235157292,1.0,4486,,False,True,900,1.7450943235157292,140.9296875,False,False,0,0,900,0,dijkstra,679,0,clustered,BASELINE,,,,12.730871000030675,6755,True
67,1.7450943235157292,1.0,4486,,False,True,900,1.7450943235157292,668.9765625,False,False,0,0,900,0,bidir,755,0,clustered,BASELINE,,,,23.573479999981828,4903,True
67,1.7450943235157292,1.0,4486,,False,True,900,1.7450943235157292,159.4140625,False,False,0,0,900,0,astar,620,0,clustered,BASELINE,,,,12.738022000007732,6203,True
67,1.7450943235157292,1.0,4486,,True,True,900,1.7450943235157292,896.873046875,True,True,4903,1,900,0,dg5,1282,2,clustered,MRPC_FAST_PATH;QUALITY_GUARD_EXACT_REPLACE,,,,158.36620400000356,15634,True
68,4.0,1.0,2694,,False,True,900,4.0,154.8125,False,False,0,0,900,0,dijkstra,415,0,scale_free_pos,BASELINE,,,,6.7961070000137624,3233,True
68,4.0,1.0,2694,,False,True,900,4.0,440.421875,False,False,0,0,900,0,bidir,8,0,scale_free_pos,BASELINE,,,,5.114454000022306,68,True
68,4.0,1.0,2694,,False,True,900,4.0,143.046875,False,False,0,0,900,0,astar,178,0,scale_free_pos,BASELINE,,,,4.051318999927389,1703,True
68,4.0,1.0,2694,,True,True,900,4.0,592.41796875,False,False,0,0,900,0,dg5,8,0,scale_free_pos,EXACT_PRECHECK,HUB_DOMINANT;GEOMETRY_WEIGHT_MISMATCH,high,0.8,67.47470499999508,6356,True
69,4.0,1.0,2694,,False,True,900,4.0,152.5859375,False,False,0,0,900,0,dijkstra,415,0,scale_free_no_pos,BASELINE,,,,6.7745249999688895,3233,True
69,4.0,1.0,2694,,False,True,900,4.0,327.1640625,False,False,0,0,900,0,bidir,8,0,scale_free_no_pos,BASELINE,,,,4.473122000035801,68,True
69,4.0,1.0,2694,,False,True,900,4.0,166.0390625,False,False,0,0,900,0,astar,415,0,scale_free_no_pos,BASELINE,,,,6.80882599999677,3233,True
69,4.0,1.0,2694,,True,True,900,4.0,346.689453125,False,False,0,0,900,0,dg5,8,0,scale_free_no_pos,EXACT_PRECHECK,NO_GEOMETRY;HUB_DOMINANT,medium,0.6,16.04526899996017,6356,True
70,1.384530131063209,1.0,4151,,False,True,900,1.384530131063209,141.3125,False,False,0,0,900,1,dijkstra,900,0,random_geometric,BASELINE,,,,16.517022000016368,8294,True
70,1.384530131063209,1.0,4151,,False,True,900,1.384530131063209,683.3828125,False,False,0,0,900,1,bidir,1016,0,random_geometric,BASELINE,,,,27.684507999993002,6396,True
70,1.384530131063209,1.0,4151,,False,True,900,1.384530131063209,62.625,False,False,0,0,900,1,astar,231,0,random_geometric,BASELINE,,,,3.9432559999568184,2117,True
70,1.4923751271343466,1.0778928487372978,4151,,False,True,900,1.4923751271343466,801.78515625,False,False,0,0,900,1,dg5,92,0,random_geometric,BASELINE,,,,93.16648800006533,9292,True
71,1.3499512832440772,1.0,4490,,False,True,900,1.3499512832440772,140.8984375,False,False,0,0,900,1,dijkstra,684,0,clustered,BASELINE,,,,12.662267999985488,6816,True
71,1.3499512832440774,1.0000000000000002,4490,,False,True,900,1.3499512832440772,649.9765625,False,False,0,0,900,1,bidir,708,0,clustered,BASELINE,,,,21.458076000044457,4611,True
71,1.3499512832440772,1.0,4490,,False,True,900,1.3499512832440772,110.2578125,False,False,0,0,900,1,astar,357,0,clustered,BASELINE,,,,7.185431000038989,3561,True
71,1.3499512832440772,1.0,4490,,True,True,900,1.3499512832440772,875.912109375,True,True,4611,1,900,1,dg5,991,2,clustered,MRPC_FAST_PATH;QUALITY_GUARD_EXACT_REPLACE,,,,152.52134300010312,15196,True
72,4.0,1.0,2694,,False,True,900,4.0,154.484375,False,False,0,0,900,1,dijkstra,829,0,scale_free_pos,BASELINE,,,,10.530549999998584,5122,True
72,4.0,1.0,2694,,False,True,900,4.0,438.8125,False,False,0,0,900,1,bidir,8,0,scale_free_pos,BASELINE,,,,6.212381999944228,62,True
72,4.0,1.0,2694,,False,True,900,4.0,163.390625,False,False,0,0,900,1,astar,319,0,scale_free_pos,BASELINE,,,,6.059821999997439,2583,True
72,4.0,1.0,2694,,True,True,900,4.0,592.27734375,False,False,0,0,900,1,dg5,8,0,scale_free_pos,EXACT_PRECHECK,HUB_DOMINANT;GEOMETRY_WEIGHT_MISMATCH,high,0.8,69.5496920000096,6350,True
73,4.0,1.0,2694,,False,True,900,4.0,152.2578125,False,False,0,0,900,1,dijkstra,829,0,scale_free_no_pos,BASELINE,,,,10.317771000018183,5122,True
73,4.0,1.0,2694,,False,True,900,4.0,325.5546875,False,False,0,0,900,1,bidir,8,0,scale_free_no_pos,BASELINE,,,,4.878049000012652,62,True
73,4.0,1.0,2694,,False,True,900,4.0,165.640625,False,False,0,0,900,1,astar,829,0,scale_free_no_pos,BASELINE,,,,10.412342999984503,5122,True
73,4.0,1.0,2694,,True,True,900,4.0,346.876953125,False,False,0,0,900,1,dg5,8,0,scale_free_no_pos,EXACT_PRECHECK,NO_GEOMETRY;HUB_DOMINANT,medium,0.6,16.498999999953412,6350,True
74,1.4827500996028693,1.0,4217,,False,True,900,1.4827500996028693,139.984375,False,False,0,0,900,2,dijkstra,900,0,random_geometric,BASELINE,,,,15.561429000058524,8426,True
74,1.4827500996028693,1.0,4217,,False,True,900,1.4827500996028693,692.9921875,False,False,0,0,900,2,bidir,1111,0,random_geometric,BASELINE,,,,28.090116000043963,6969,True
74,1.4827500996028693,1.0,4217,,False,True,900,1.4827500996028693,95.421875,False,False,0,0,900,2,astar,383,0,random_geometric,BASELINE,,,,6.925370999965708,3623,True
74,1.652906049766085,1.1147569979653276,4217,,False,True,900,1.652906049766085,806.56640625,False,False,0,0,900,2,dg5,92,0,random_geometric,BASELINE,,,,92.87110900004336,9424,True
75,1.9488229101373105,1.0,4486,,False,True,900,1.9488229101373105,140.9296875,False,False,0,0,900,2,dijkstra,823,0,clustered,BASELINE,,,,15.841859000033764,8227,True
75,1.9488229101373107,1.0000000000000002,4486,,False,True,900,1.9488229101373105,698.7109375,False,False,0,0,900,2,bidir,852,0,clustered,BASELINE,,,,25.46023000002151,5601,True
75,1.9488229101373105,1.0,4486,,False,True,900,1.9488229101373105,140.9921875,False,False,0,0,900,2,astar,677,0,clustered,BASELINE,,,,13.543520999974135,6743,True
75,1.9488229101373105,1.0,4486,,True,True,900,1.9488229101373105,923.060546875,True,True,5601,1,900,2,dg5,1660,2,clustered,MRPC_FAST_PATH;QUALITY_GUARD_EXACT_REPLACE,,,,172.06126200005656,16617,True
76,4.0,1.0,2694,,False,True,900,4.0,153.9140625,False,False,0,0,900,2,dijkstra,771,0,scale_free_pos,BASELINE,,,,9.937329999957,4911,True
76,4.0,1.0,2694,,False,True,900,4.0,437.796875,False,False,0,0,900,2,bidir,8,0,scale_free_pos,BASELINE,,,,5.439201000058347,47,True
76,4.0,1.0,2694,,False,True,900,4.0,141.8203125,False,False,0,0,900,2,astar,260,0,scale_free_pos,BASELINE,,,,5.351209000082235,2278,True
76,4.0,1.0,2694,,True,True,900,4.0,593.49609375,False,False,0,0,900,2,dg5,8,0,scale_free_pos,EXACT_PRECHECK,HUB_DOMINANT;GEOMETRY_WEIGHT_MISMATCH,high,0.8,71.37143599993578,6335,True
77,4.0,1.0,2694,,False,True,900,4.0,151.6875,False,False,0,0,900,2,dijkstra,771,0,scale_free_no_pos,BASELINE,,,,10.007395000002361,4911,True
77,4.0,1.0,2694,,False,True,900,4.0,324.5390625,False,False,0,0,900,2,bidir,8,0,scale_free_no_pos,BASELINE,,,,5.741674999967472,47,True
77,4.0,1.0,2694,,False,True,900,4.0,165.046875,False,False,0,0,900,2,astar,771,0,scale_free_no_pos,BASELINE,,,,10.42369900005724,4911,True
77,4.0,1.0,2694,,True,True,900,4.0,346.564453125,False,False,0,0,900,2,dg5,8,0,scale_free_no_pos,EXACT_PRECHECK,NO_GEOMETRY;HUB_DOMINANT,medium,0.6,19.485675999931118,6335,True
