cases,exact_rate,found_rate,mean_distance_ratio,mean_steps,mean_total_time_ms,mean_total_work,oracle_rate,solver,valid_rate,within_10pct_rate,worst_distance_ratio
78,1.0,0.9230769230769231,1.0,756,7.96151083330607,3559.2179487179487,0.0,dijkstra,1.0,1.0,1.0
78,1.0,0.9230769230769231,1.0,688.0769230769231,14.76138064102391,2810.5897435897436,0.0,bidir,1.0,1.0,1.0000000000000002
78,0.9230769230769231,0.9230769230769231,1.004738624216927,596.0897435897435,6.169791589726605,2663.7051282051284,0.0,astar,0.9358974358974359,0.9871794871794872,1.1328511482361878
78,0.782051282051282,0.9230769230769231,1.0868050601386618,391.8205128205128,10.807967192319596,5470.820512820513,0.0,dg5_clean,1.0,0.8589743589743589,2.1177115084737506
78,0.8974358974358975,0.9230769230769231,1.005369863055258,39.93589743589744,5.604278448770809,564,0.0,dg6,1.0,1.0,1.0945885541825005
