budget_exhausted,candidate_count,case_id,distance,distance_ratio,edges,emergency_path_used,emergency_work,error_code,exact_match,fallback_used,first_path_work,found,nodes,oracle_used,path_distance,peak_kib_uniform,quality_budget_used,repair_success,repair_triggered,requested_nodes,seed,solver,steps,strategy,target_work,topology,topology_gate_action,total_time_ms,total_work,valid,within_10pct,work_goal_ratio
,0,31,38.0,1.0,669,False,0,,True,False,,True,370,False,38.0,0.0,,False,False,400,1,bidir,325,,,culdesac,,4.144114000155241,1181,True,True,
,0,31,38.0,1.0,669,False,0,,True,False,,True,370,False,38.0,0.0,,False,False,400,1,astar,311,,,culdesac,,1.9613349995779572,1125,True,True,
,0,31,38.0,1.0,669,False,0,,True,True,,True,370,False,38.0,0.0,,False,False,400,1,dg5_clean,80,,37,culdesac,,3.0166910000843927,1786,True,True,
True,1,31,38.0,1.0,669,False,0,,True,False,39,True,370,False,38.0,0.0,128,False,False,400,1,dg6,4,geometric_corridor,167,culdesac,,1.7788610002753558,167,True,True,0.45135135135135135
,0,32,38.0,1.0,669,False,0,,True,False,,True,370,False,38.0,0.0,,False,False,400,2,dijkstra,367,,,culdesac,,3.181828999913705,1328,True,True,
,0,32,38.0,1.0,669,False,0,,True,False,,True,370,False,38.0,0.0,,False,False,400,2,bidir,325,,,culdesac,,5.541814000025624,1181,True,True,
,0,32,38.0,1.0,669,False,0,,True,False,,True,370,False,38.0,0.0,,False,False,400,2,astar,311,,,culdesac,,2.247545000500395,1125,True,True,
,0,32,38.0,1.0,669,False,0,,True,True,,True,370,False,38.0,0.0,,False,False,400,2,dg5_clean,80,,37,culdesac,,3.472880000117584,1786,True,True,
True,1,32,38.0,1.0,669,False,0,,True,False,39,True,370,False,38.0,0.0,128,False,False,400,2,dg6,4,geometric_corridor,167,culdesac,,1.6839790005178656,167,True,True,0.45135135135135135
,0,33,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,0,dijkstra,1534,,,culdesac,,14.6196380001129,5858,True,True,
,0,33,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,0,bidir,1376,,,culdesac,,26.767082999867853,5263,True,True,
,0,33,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,0,astar,1307,,,culdesac,,12.492453000049863,4995,True,True,
,0,33,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,0,dg5_clean,156,,154,culdesac,,11.983233000137261,7572,True,True,
True,1,33,78.0,1.0,2939,False,0,,True,False,79,True,1540,False,78.0,0.0,614,False,False,1600,0,dg6,6,geometric_corridor,693,culdesac,,4.148381000049994,693,True,True,0.45
,0,34,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,1,dijkstra,1534,,,culdesac,,15.107340000213298,5858,True,True,
,0,34,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,1,bidir,1376,,,culdesac,,28.113174000282015,5263,True,True,
,0,34,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,1,astar,1307,,,culdesac,,12.390279000101145,4995,True,True,
,0,34,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,1,dg5_clean,156,,154,culdesac,,11.969446999501088,7572,True,True,
True,1,34,78.0,1.0,2939,False,0,,True,False,79,True,1540,False,78.0,0.0,614,False,False,1600,1,dg6,6,geometric_corridor,693,culdesac,,4.428952000125719,693,True,True,0.45
,0,35,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,2,dijkstra,1534,,,culdesac,,15.420810999785317,5858,True,True,
,0,35,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,2,bidir,1376,,,culdesac,,32.330668000213336,5263,True,True,
,0,35,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,2,astar,1307,,,culdesac,,13.861369000551349,4995,True,True,
,0,35,78.0,1.0,2939,False,0,,True,False,,True,1540,False,78.0,0.0,,False,False,1600,2,dg5_clean,156,,154,culdesac,,13.17365599970799,7572,True,True,
True,1,35,78.0,1.0,2939,False,0,,True,False,79,True,1540,False,78.0,0.0,614,False,False,1600,2,dg6,6,geometric_corridor,693,culdesac,,4.407910000736592,693,True,True,0.45
,0,36,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,0,dijkstra,346,,,spiral,,2.3431600002368214,1188,True,True,
,0,36,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,0,bidir,236,,,spiral,,3.262670999902184,782,True,True,
,0,36,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,0,astar,346,,,spiral,,2.2296389997791266,1188,True,True,
,0,36,60.0,1.5789473684210527,595,False,0,,False,True,,True,346,False,60.0,0.0,,False,False,400,0,dg5_clean,338,,35,spiral,,4.081549999682466,1869,True,False,
True,0,36,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,0,False,False,400,0,dg6,81,geometric_corridor,156,spiral,,3.903532999174786,166,True,True,0.4797687861271676
,0,37,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,1,dijkstra,346,,,spiral,,2.294034999977157,1188,True,True,
,0,37,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,1,bidir,236,,,spiral,,2.9652430002897745,782,True,True,
,0,37,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,1,astar,346,,,spiral,,2.264361000015924,1188,True,True,
,0,37,60.0,1.5789473684210527,595,False,0,,False,True,,True,346,False,60.0,0.0,,False,False,400,1,dg5_clean,338,,35,spiral,,3.9298420006161905,1869,True,False,
True,0,37,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,0,False,False,400,1,dg6,81,geometric_corridor,156,spiral,,3.8290209995466284,166,True,True,0.4797687861271676
,0,38,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,2,dijkstra,346,,,spiral,,2.284981999764568,1188,True,True,
,0,38,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,2,bidir,236,,,spiral,,3.0054039998503868,782,True,True,
,0,38,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,,False,False,400,2,astar,346,,,spiral,,2.162718000363384,1188,True,True,
,0,38,60.0,1.5789473684210527,595,False,0,,False,True,,True,346,False,60.0,0.0,,False,False,400,2,dg5_clean,338,,35,spiral,,4.471746000490384,1869,True,False,
True,0,38,38.0,1.0,595,False,0,,True,False,,True,346,False,38.0,0.0,0,False,False,400,2,dg6,81,geometric_corridor,156,spiral,,4.726208000647603,166,True,True,0.4797687861271676
,0,39,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,0,dijkstra,1356,,,spiral,,14.07556000049226,4762,True,True,
,0,39,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,0,bidir,813,,,spiral,,18.088358000568405,2779,True,True,
,0,39,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,0,astar,1356,,,spiral,,12.544391000119504,4762,True,True,
,0,39,78.0,1.0,2382,False,0,,True,True,,True,1356,False,78.0,0.0,,False,False,1600,0,dg5_clean,3009,,,spiral,,39.54203899957065,11087,True,True,
True,0,39,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,0,False,False,1600,0,dg6,274,geometric_corridor,611,spiral,,12.021546000141825,611,True,True,0.4505899705014749
,0,40,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,1,dijkstra,1356,,,spiral,,12.560795999888796,4762,True,True,
,0,40,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,1,bidir,813,,,spiral,,15.189564000138489,2779,True,True,
,0,40,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,1,astar,1356,,,spiral,,12.035536000439606,4762,True,True,
,0,40,78.0,1.0,2382,False,0,,True,True,,True,1356,False,78.0,0.0,,False,False,1600,1,dg5_clean,3009,,,spiral,,35.845097000674286,11087,True,True,
True,0,40,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,0,False,False,1600,1,dg6,274,geometric_corridor,611,spiral,,11.542436000127054,611,True,True,0.4505899705014749
,0,41,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,2,dijkstra,1356,,,spiral,,11.793792999924335,4762,True,True,
,0,41,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,2,bidir,813,,,spiral,,15.460210000128427,2779,True,True,
,0,41,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,,False,False,1600,2,astar,1356,,,spiral,,12.03876100043999,4762,True,True,
,0,41,78.0,1.0,2382,False,0,,True,True,,True,1356,False,78.0,0.0,,False,False,1600,2,dg5_clean,3009,,,spiral,,36.73236000031466,11087,True,True,
True,0,41,78.0,1.0,2382,False,0,,True,False,,True,1356,False,78.0,0.0,0,False,False,1600,2,dg6,274,geometric_corridor,611,spiral,,13.123160000759526,611,True,True,0.4505899705014749
,0,42,38.0,1.0,583,False,0,,True,False,,True,351,False,38.0,0.0,,False,False,400,0,dijkstra,351,,,random_obstacles,,2.1684269995603245,1164,True,True,
,0,42,38.0,1.0,583,False,0,,True,False,,True,351,False,38.0,0.0,,False,False,400,0,bidir,333,,,random_obstacles,,4.145867000261205,1111,True,True,
,0,42,38.0,1.0,583,False,0,,True,False,,True,351,False,38.0,0.0,,False,False,400,0,astar,342,,,random_obstacles,,2.2806249999121064,1145,True,True,
,0,42,38.0,1.0,583,False,0,,True,True,,True,351,False,38.0,0.0,,False,False,400,0,dg5_clean,90,,36,random_obstacles,,3.063121000195679,1605,True,True,
True,1,42,38.0,1.0,583,False,0,,True,False,39,True,351,False,38.0,0.0,119,False,False,400,0,dg6,4,geometric_corridor,158,random_obstacles,,1.4980399992055027,158,True,True,0.45014245014245013
,0,43,38.0,1.0,565,False,0,,True,False,,True,343,False,38.0,0.0,,False,False,400,1,dijkstra,343,,,random_obstacles,,2.2155169999678037,1128,True,True,
,0,43,38.0,1.0,565,False,0,,True,False,,True,343,False,38.0,0.0,,False,False,400,1,bidir,296,,,random_obstacles,,3.7887910002609715,990,True,True,
,0,43,38.0,1.0,565,False,0,,True,False,,True,343,False,38.0,0.0,,False,False,400,1,astar,316,,,random_obstacles,,1.9316409998282325,1055,True,True,
,0,43,38.0,1.0,565,False,0,,True,True,,True,343,False,38.0,0.0,,False,False,400,1,dg5_clean,151,,35,random_obstacles,,2.850141000635631,1621,True,True,
True,1,43,38.0,1.0,565,False,0,,True,False,40,True,343,False,38.0,0.0,115,False,False,400,1,dg6,4,geometric_corridor,155,random_obstacles,,1.4520610002364265,155,True,True,0.4518950437317784
,0,44,38.0,1.0,577,False,0,,True,False,,True,350,False,38.0,0.0,,False,False,400,2,dijkstra,350,,,random_obstacles,,2.2163789999467554,1152,True,True,
,0,44,38.0,1.0,577,False,0,,True,False,,True,350,False,38.0,0.0,,False,False,400,2,bidir,310,,,random_obstacles,,4.034268999930646,1025,True,True,
,0,44,38.0,1.0,577,False,0,,True,False,,True,350,False,38.0,0.0,,False,False,400,2,astar,327,,,random_obstacles,,2.0842499998252606,1087,True,True,
,0,44,38.0,1.0,577,False,0,,True,False,,True,350,False,38.0,0.0,,False,False,400,2,dg5_clean,173,,35,random_obstacles,,2.8464350007197936,1674,True,True,
True,1,44,38.0,1.0,577,False,0,,True,False,41,True,350,False,38.0,0.0,117,False,False,400,2,dg6,4,geometric_corridor,158,random_obstacles,,1.416817999597697,158,True,True,0.4514285714285714
,0,45,78.0,1.0,2349,False,0,,True,False,,True,1388,False,78.0,0.0,,False,False,1600,0,dijkstra,1388,,,random_obstacles,,12.93368599999667,4696,True,True,
,0,45,78.0,1.0,2349,False,0,,True,False,,True,1388,False,78.0,0.0,,False,False,1600,0,bidir,1311,,,random_obstacles,,23.39362600014283,4451,True,True,
,0,45,78.0,1.0,2349,False,0,,True,False,,True,1388,False,78.0,0.0,,False,False,1600,0,astar,1345,,,random_obstacles,,12.097629999516357,4573,True,True,
,0,45,78.0,1.0,2349,False,0,,True,False,,True,1388,False,78.0,0.0,,False,False,1600,0,dg5_clean,141,,139,random_obstacles,,10.379524000200036,6225,True,True,
True,1,45,78.0,1.0,2349,False,0,,True,False,82,True,1388,False,78.0,0.0,543,False,False,1600,0,dg6,6,geometric_corridor,625,random_obstacles,,3.8565920003748033,625,True,True,0.45028818443804036
,0,46,78.0,1.0,2446,False,0,,True,False,,True,1411,False,78.0,0.0,,False,False,1600,1,dijkstra,1411,,,random_obstacles,,12.525922999884642,4890,True,True,
,0,46,78.0,1.0,2446,False,0,,True,False,,True,1411,False,78.0,0.0,,False,False,1600,1,bidir,1311,,,random_obstacles,,23.40061599988985,4561,True,True,
,0,46,78.0,1.0,2446,False,0,,True,False,,True,1411,False,78.0,0.0,,False,False,1600,1,astar,1362,,,random_obstacles,,12.324760999945283,4737,True,True,
,0,46,78.0,1.0,2446,False,0,,True,False,,True,1411,False,78.0,0.0,,False,False,1600,1,dg5_clean,144,,142,random_obstacles,,10.51584000015282,6445,True,True,
True,1,46,78.0,1.0,2446,False,0,,True,False,85,True,1411,False,78.0,0.0,550,False,False,1600,1,dg6,6,geometric_corridor,635,random_obstacles,,4.005106000477099,635,True,True,0.4500354358610914
,0,47,78.0,1.0,2444,False,0,,True,False,,True,1415,False,78.0,0.0,,False,False,1600,2,dijkstra,1415,,,random_obstacles,,13.428878999548033,4886,True,True,
,0,47,78.0,1.0,2444,False,0,,True,False,,True,1415,False,78.0,0.0,,False,False,1600,2,bidir,1352,,,random_obstacles,,27.382946999750857,4671,True,True,
,0,47,78.0,1.0,2444,False,0,,True,False,,True,1415,False,78.0,0.0,,False,False,1600,2,astar,1405,,,random_obstacles,,13.262439999380149,4859,True,True,
,0,47,78.0,1.0,2444,False,0,,True,False,,True,1415,False,78.0,0.0,,False,False,1600,2,dg5_clean,144,,142,random_obstacles,,10.812870000336261,6445,True,True,
True,1,47,78.0,1.0,2444,False,0,,True,False,80,True,1415,False,78.0,0.0,557,False,False,1600,2,dg6,6,geometric_corridor,637,random_obstacles,,4.210224000416929,637,True,True,0.4501766784452297
,0,48,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,0,dijkstra,200,,,disconnected,,1.2161060003563762,740,True,True,
,0,48,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,0,bidir,379,,,disconnected,,6.164309000268986,1400,True,True,
,0,48,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,0,astar,200,,,disconnected,,1.0802319993672427,740,True,True,
,0,48,inf,1.0,701,False,0,DISCONNECTED_PRECHECK,True,False,,False,380,False,inf,0.0,,False,False,400,0,dg5_clean,1,,38,disconnected,DISCONNECTED_PRECHECK,2.6670349998312304,1783,True,True,
True,0,48,inf,1.0,701,True,596,,True,False,,False,380,False,inf,0.0,0,False,False,400,0,dg6,19,geometric_corridor,171,disconnected,,5.777477000265208,796,True,True,2.094736842105263
,0,49,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,1,dijkstra,200,,,disconnected,,0.9688749996712431,740,True,True,
,0,49,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,1,bidir,379,,,disconnected,,4.975652999746671,1400,True,True,
,0,49,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,1,astar,200,,,disconnected,,1.0526519999984885,740,True,True,
,0,49,inf,1.0,701,False,0,DISCONNECTED_PRECHECK,True,False,,False,380,False,inf,0.0,,False,False,400,1,dg5_clean,1,,38,disconnected,DISCONNECTED_PRECHECK,2.3363899999822024,1783,True,True,
True,0,49,inf,1.0,701,True,596,,True,False,,False,380,False,inf,0.0,0,False,False,400,1,dg6,19,geometric_corridor,171,disconnected,,5.85572499949194,796,True,True,2.094736842105263
,0,50,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,2,dijkstra,200,,,disconnected,,1.1088159999417257,740,True,True,
,0,50,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,2,bidir,379,,,disconnected,,5.691127999853052,1400,True,True,
,0,50,inf,1.0,701,False,0,,True,False,,False,380,False,inf,0.0,,False,False,400,2,astar,200,,,disconnected,,1.044789999468776,740,True,True,
,0,50,inf,1.0,701,False,0,DISCONNECTED_PRECHECK,True,False,,False,380,False,inf,0.0,,False,False,400,2,dg5_clean,1,,38,disconnected,DISCONNECTED_PRECHECK,2.513716000066779,1783,True,True,
True,0,50,inf,1.0,701,True,596,,True,False,,False,380,False,inf,0.0,0,False,False,400,2,dg6,19,geometric_corridor,171,disconnected,,5.9326400005375035,796,True,True,2.094736842105263
,0,51,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,0,dijkstra,800,,,disconnected,,7.321485999455035,3080,True,True,
,0,51,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,0,bidir,1559,,,disconnected,,29.78653799982567,6000,True,True,
,0,51,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,0,astar,800,,,disconnected,,7.057258999338956,3080,True,True,
,0,51,inf,1.0,3001,False,0,DISCONNECTED_PRECHECK,True,False,,False,1560,False,inf,0.0,,False,False,1600,0,dg5_clean,1,,156,disconnected,DISCONNECTED_PRECHECK,11.045875000490923,7563,True,True,
True,0,51,inf,1.0,3001,True,2516,,True,False,,False,1560,False,inf,0.0,0,False,False,1600,0,dg6,74,geometric_corridor,702,disconnected,,63.31282100018143,3218,True,True,2.062820512820513
,0,52,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,1,dijkstra,800,,,disconnected,,6.964509999306756,3080,True,True,
,0,52,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,1,bidir,1559,,,disconnected,,29.044101999716077,6000,True,True,
,0,52,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,1,astar,800,,,disconnected,,7.220194000183255,3080,True,True,
,0,52,inf,1.0,3001,False,0,DISCONNECTED_PRECHECK,True,False,,False,1560,False,inf,0.0,,False,False,1600,1,dg5_clean,1,,156,disconnected,DISCONNECTED_PRECHECK,10.178186999837635,7563,True,True,
True,0,52,inf,1.0,3001,True,2516,,True,False,,False,1560,False,inf,0.0,0,False,False,1600,1,dg6,74,geometric_corridor,702,disconnected,,19.73419899968576,3218,True,True,2.062820512820513
,0,53,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,2,dijkstra,800,,,disconnected,,6.9098889998713275,3080,True,True,
,0,53,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,2,bidir,1559,,,disconnected,,29.27160399940476,6000,True,True,
,0,53,inf,1.0,3001,False,0,,True,False,,False,1560,False,inf,0.0,,False,False,1600,2,astar,800,,,disconnected,,7.070810000186611,3080,True,True,
,0,53,inf,1.0,3001,False,0,DISCONNECTED_PRECHECK,True,False,,False,1560,False,inf,0.0,,False,False,1600,2,dg5_clean,1,,156,disconnected,DISCONNECTED_PRECHECK,10.577897000075609,7563,True,True,
True,0,53,inf,1.0,3001,True,2516,,True,False,,False,1560,False,inf,0.0,0,False,False,1600,2,dg6,74,geometric_corridor,702,disconnected,,21.50434800023504,3218,True,True,2.062820512820513
,0,54,1.4020064269096935,1.0,1844,False,0,,True,False,,True,400,False,1.4020064269096935,0.0,,False,False,400,0,dijkstra,400,,,random_geometric,,6.043768000381533,3680,True,True,
,0,54,1.4020064269096935,1.0,1844,False,0,,True,False,,True,400,False,1.4020064269096935,0.0,,False,False,400,0,bidir,427,,,random_geometric,,9.985637999307073,2858,True,True,
,0,54,1.4020064269096935,1.0,1844,False,0,,True,False,,True,400,False,1.4020064269096935,0.0,,False,False,400,0,astar,133,,,random_geometric,,1.8359369996687747,1188,True,True,
,0,54,1.4665311783505186,1.0460231495393717,1844,False,0,,False,False,,True,400,False,1.4665311783505186,0.0,,False,False,400,0,dg5_clean,42,,40,random_geometric,,4.97330000052898,4128,True,True,
True,1,54,1.4665311783505186,1.0460231495393717,1844,False,0,,False,False,20,True,400,False,1.4665311783505186,0.0,160,False,False,400,0,dg6,3,geometric_corridor,180,random_geometric,,2.078872000311094,180,True,True,0.45
,0,55,1.4520936153591255,1.0,1984,False,0,,True,False,,True,400,False,1.4520936153591255,0.0,,False,False,400,0,dijkstra,314,,,clustered,,5.1201800006310805,3108,True,True,
,0,55,1.4520936153591255,1.0,1984,False,0,,True,False,,True,400,False,1.4520936153591255,0.0,,False,False,400,0,bidir,302,,,clustered,,8.026115000575373,2039,True,True,
,0,55,1.4520936153591255,1.0,1984,False,0,,True,False,,True,400,False,1.4520936153591255,0.0,,False,False,400,0,astar,172,,,clustered,,2.6380919998700847,1705,True,True,
,0,55,1.6290438221533723,1.1218586769631131,1984,False,0,,False,False,,True,400,False,1.6290438221533723,0.0,,False,False,400,0,dg5_clean,389,,40,clustered,,7.881157000156236,4658,True,False,
False,1,55,1.4520936153591255,1.0,1984,False,0,,True,False,84,True,400,False,1.4520936153591255,0.0,44,True,True,400,0,dg6,4,portal,180,clustered,,4.46986399947491,128,True,True,0.32
,0,56,3.0,1.0,1194,False,0,,True,False,,True,400,False,3.0,0.0,,False,False,400,0,dijkstra,93,,,scale_free_pos,,1.4053810000405065,810,True,True,
,0,56,3.0,1.0,1194,False,0,,True,False,,True,400,False,3.0,0.0,,False,False,400,0,bidir,5,,,scale_free_pos,,1.7511200003355043,22,True,True,
,0,56,3.0,1.0,1194,False,0,,True,False,,True,400,False,3.0,0.0,,False,False,400,0,astar,16,,,scale_free_pos,,0.25233900032617385,133,True,True,
,0,56,3.0,1.0,1194,False,0,,True,True,,True,400,False,3.0,0.0,,False,False,400,0,dg5_clean,5,,,scale_free_pos,EXACT_PRECHECK,4.718973000308324,2810,True,True,
False,1,56,3.0,1.0,1194,False,0,,True,False,43,True,400,False,3.0,0.0,48,True,True,400,0,dg6,5,hub_aware,180,scale_free_pos,,1.1010840007656952,91,True,True,0.2275
,0,57,3.0,1.0,1194,False,0,,True,False,,True,400,False,3.0,0.0,,False,False,400,0,dijkstra,93,,,scale_free_no_pos,,1.293041999815614,810,True,True,
,0,57,3.0,1.0,1194,False,0,,True,False,,True,400,False,3.0,0.0,,False,False,400,0,bidir,5,,,scale_free_no_pos,,1.6543850006200955,22,True,True,
,0,57,3.0,1.0,1194,False,0,,True,False,,True,400,False,3.0,0.0,,False,False,400,0,astar,93,,,scale_free_no_pos,,1.537588999781292,810,True,True,
,0,57,3.0,1.0,1194,False,0,,True,True,,True,400,False,3.0,0.0,,False,False,400,0,dg5_clean,5,,,scale_free_no_pos,EXACT_PRECHECK,3.8759169992772513,2810,True,True,
False,1,57,3.0,1.0,1194,False,0,,True,False,43,True,400,False,3.0,0.0,48,True,True,400,0,dg6,5,hub_aware,180,scale_free_no_pos,,0.4857890007770038,91,True,True,0.2275
,0,58,1.3948976996284757,1.0,1873,False,0,,True,False,,True,400,False,1.3948976996284757,0.0,,False,False,400,1,dijkstra,400,,,random_geometric,,6.45816999985982,3738,True,True,
,0,58,1.3948976996284754,0.9999999999999999,1873,False,0,,True,False,,True,400,False,1.3948976996284757,0.0,,False,False,400,1,bidir,438,,,random_geometric,,10.085007000270707,2960,True,True,
,0,58,1.3948976996284757,1.0,1873,False,0,,True,False,,True,400,False,1.3948976996284757,0.0,,False,False,400,1,astar,121,,,random_geometric,,1.6504879995409283,1119,True,True,
,0,58,1.4595722739316181,1.0463651021292588,1873,False,0,,False,False,,True,400,False,1.4595722739316181,0.0,,False,False,400,1,dg5_clean,42,,40,random_geometric,,5.314927000654279,4186,True,True,
True,1,58,1.4606981030848676,1.047172207305179,1873,False,0,,False,False,19,True,400,False,1.4606981030848676,0.0,161,False,False,400,1,dg6,3,geometric_corridor,180,random_geometric,,2.021556000727287,180,True,True,0.45
,0,59,1.534284935645936,1.0,1992,False,0,,True,False,,True,400,False,1.534284935645936,0.0,,False,False,400,1,dijkstra,350,,,clustered,,5.783795999377617,3494,True,True,
,0,59,1.534284935645936,1.0,1992,False,0,,True,False,,True,400,False,1.534284935645936,0.0,,False,False,400,1,bidir,405,,,clustered,,10.158166999644891,2868,True,True,
,0,59,1.534284935645936,1.0,1992,False,0,,True,False,,True,400,False,1.534284935645936,0.0,,False,False,400,1,astar,278,,,clustered,,5.09777600018424,2762,True,True,
,0,59,3.2491728654953063,2.1177115084737506,1992,False,0,,False,True,,True,400,False,3.2491728654953063,0.0,,False,False,400,1,dg5_clean,823,,40,clustered,,10.370245000558498,4958,True,False,
False,1,59,1.534284935645936,1.0,1992,False,0,,True,False,100,True,400,False,1.534284935645936,0.0,45,True,True,400,1,dg6,4,portal,180,clustered,,4.264254999725381,145,True,True,0.3625
,0,60,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,1,dijkstra,356,,,scale_free_pos,,4.017694000140182,2233,True,True,
,0,60,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,1,bidir,8,,,scale_free_pos,,2.2455119997175643,62,True,True,
,0,60,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,1,astar,193,,,scale_free_pos,,2.587275999758276,1461,True,True,
,0,60,4.0,1.0,1194,False,0,,True,True,,True,400,False,4.0,0.0,,False,False,400,1,dg5_clean,8,,,scale_free_pos,EXACT_PRECHECK,4.873244000009436,2850,True,True,
True,0,60,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,0,False,False,400,1,dg6,5,hub_aware,180,scale_free_pos,,4.196843000499939,180,True,True,0.45
,0,61,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,1,dijkstra,356,,,scale_free_no_pos,,3.867988999445515,2233,True,True,
,0,61,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,1,bidir,8,,,scale_free_no_pos,,1.9333440004629665,62,True,True,
,0,61,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,1,astar,356,,,scale_free_no_pos,,3.880287999891152,2233,True,True,
,0,61,4.0,1.0,1194,False,0,,True,True,,True,400,False,4.0,0.0,,False,False,400,1,dg5_clean,8,,,scale_free_no_pos,EXACT_PRECHECK,3.740162999747554,2850,True,True,
True,0,61,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,0,False,False,400,1,dg6,6,hub_aware,180,scale_free_no_pos,,2.358002000619308,180,True,True,0.45
,0,62,1.3950248168931014,1.0,1859,False,0,,True,False,,True,400,False,1.3950248168931014,0.0,,False,False,400,2,dijkstra,400,,,random_geometric,,6.027262999850791,3710,True,True,
,0,62,1.3950248168931014,1.0,1859,False,0,,True,False,,True,400,False,1.3950248168931014,0.0,,False,False,400,2,bidir,443,,,random_geometric,,10.040019000371103,2880,True,True,
,0,62,1.3950248168931014,1.0,1859,False,0,,True,False,,True,400,False,1.3950248168931014,0.0,,False,False,400,2,astar,102,,,random_geometric,,1.2125009998271707,954,True,True,
,0,62,1.5035409928056003,1.077787989574392,1859,False,0,,False,False,,True,400,False,1.5035409928056003,0.0,,False,False,400,2,dg5_clean,42,,40,random_geometric,,4.915442999845254,4158,True,True,
