budget_exhausted,candidate_count,case_id,distance,distance_ratio,edges,emergency_path_used,emergency_work,error_code,exact_match,fallback_used,first_path_work,found,nodes,oracle_used,path_distance,peak_kib_uniform,quality_budget_used,repair_success,repair_triggered,requested_nodes,seed,solver,steps,strategy,target_work,topology,topology_gate_action,total_time_ms,total_work,valid,within_10pct,work_goal_ratio
True,1,62,1.516355102421624,1.0869735678242203,1859,False,0,,False,False,25,True,400,False,1.516355102421624,0.0,155,False,False,400,2,dg6,4,geometric_corridor,180,random_geometric,,2.1480759996848064,180,True,True,0.45
,0,63,2.2952626198152504,1.0,1991,False,0,,True,False,,True,400,False,2.2952626198152504,0.0,,False,False,400,2,dijkstra,338,,,clustered,,5.782014000033087,3371,True,True,
,0,63,2.2952626198152504,1.0,1991,False,0,,True,False,,True,400,False,2.2952626198152504,0.0,,False,False,400,2,bidir,474,,,clustered,,11.581355000089388,3043,True,True,
,0,63,2.2952626198152504,1.0,1991,False,0,,True,False,,True,400,False,2.2952626198152504,0.0,,False,False,400,2,astar,302,,,clustered,,5.25737600037246,2999,True,True,
,0,63,2.406537626604011,1.0484802940753322,1991,False,0,,False,True,,True,400,False,2.406537626604011,0.0,,False,False,400,2,dg5_clean,509,,40,clustered,,9.007634000226972,4734,True,True,
False,1,63,2.2952626198152504,1.0,1991,False,0,,True,False,97,True,400,False,2.2952626198152504,0.0,43,True,True,400,2,dg6,4,portal,180,clustered,,5.0248669995198725,140,True,True,0.35
,0,64,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,2,dijkstra,381,,,scale_free_pos,,4.252086000633426,2319,True,True,
,0,64,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,2,bidir,8,,,scale_free_pos,,1.9770100007008296,37,True,True,
,0,64,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,2,astar,160,,,scale_free_pos,,2.2024979998604977,1253,True,True,
,0,64,4.0,1.0,1194,False,0,,True,True,,True,400,False,4.0,0.0,,False,False,400,2,dg5_clean,8,,,scale_free_pos,EXACT_PRECHECK,4.5669929995710845,2825,True,True,
False,1,64,4.0,1.0,1194,False,0,,True,False,64,True,400,False,4.0,0.0,72,True,True,400,2,dg6,6,hub_aware,180,scale_free_pos,,1.244828999915626,136,True,True,0.34
,0,65,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,2,dijkstra,381,,,scale_free_no_pos,,3.851995999866631,2319,True,True,
,0,65,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,2,bidir,8,,,scale_free_no_pos,,1.8027579999397858,37,True,True,
,0,65,4.0,1.0,1194,False,0,,True,False,,True,400,False,4.0,0.0,,False,False,400,2,astar,381,,,scale_free_no_pos,,3.9517149998573586,2319,True,True,
,0,65,4.0,1.0,1194,False,0,,True,True,,True,400,False,4.0,0.0,,False,False,400,2,dg5_clean,8,,,scale_free_no_pos,EXACT_PRECHECK,3.5701930000868742,2825,True,True,
False,1,65,4.0,1.0,1194,False,0,,True,False,64,True,400,False,4.0,0.0,72,True,True,400,2,dg6,6,hub_aware,180,scale_free_no_pos,,0.4493850001381361,136,True,True,0.34
,0,66,1.4099098682528564,1.0,4178,False,0,,True,False,,True,900,False,1.4099098682528564,0.0,,False,False,900,0,dijkstra,900,,,random_geometric,,15.905930000371882,8348,True,True,
,0,66,1.4099098682528561,0.9999999999999999,4178,False,0,,True,False,,True,900,False,1.4099098682528564,0.0,,False,False,900,0,bidir,1018,,,random_geometric,,25.77944899985596,6347,True,True,
,0,66,1.4099098682528564,1.0,4178,False,0,,True,False,,True,900,False,1.4099098682528564,0.0,,False,False,900,0,astar,254,,,random_geometric,,4.465346999495523,2360,True,True,
,0,66,1.486488004265901,1.054314206700276,4178,False,0,,False,False,,True,900,False,1.486488004265901,0.0,,False,False,900,0,dg5_clean,92,,90,random_geometric,,12.175832000139053,9346,True,True,
True,1,66,1.472624535949076,1.0444813311179493,4178,False,0,,False,False,28,True,900,False,1.472624535949076,0.0,377,False,False,900,0,dg6,4,geometric_corridor,405,random_geometric,,3.4620390006239177,405,True,True,0.45
,0,67,1.7450943235157292,1.0,4486,False,0,,True,False,,True,900,False,1.7450943235157292,0.0,,False,False,900,0,dijkstra,679,,,clustered,,12.624291000065568,6755,True,True,
,0,67,1.7450943235157292,1.0,4486,False,0,,True,False,,True,900,False,1.7450943235157292,0.0,,False,False,900,0,bidir,755,,,clustered,,22.855817999698047,4903,True,True,
,0,67,1.7450943235157292,1.0,4486,False,0,,True,False,,True,900,False,1.7450943235157292,0.0,,False,False,900,0,astar,620,,,clustered,,12.455076999685843,6203,True,True,
,0,67,2.57732529555027,1.4768974151253318,4486,False,0,,False,True,,True,900,False,2.57732529555027,0.0,,False,False,900,0,dg5_clean,1282,,90,clustered,,22.773960000449733,10731,True,False,
False,1,67,1.7450943235157292,1.0,4486,False,0,,True,False,205,True,900,False,1.7450943235157292,0.0,42,True,True,900,0,dg6,4,portal,405,clustered,,9.46063899937144,247,True,True,0.27444444444444444
,0,68,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,0,dijkstra,415,,,scale_free_pos,,6.768966999516124,3233,True,True,
,0,68,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,0,bidir,8,,,scale_free_pos,,5.195994000132487,68,True,True,
,0,68,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,0,astar,178,,,scale_free_pos,,4.023602999950526,1703,True,True,
,0,68,4.0,1.0,2694,False,0,,True,True,,True,900,False,4.0,0.0,,False,False,900,0,dg5_clean,8,,,scale_free_pos,EXACT_PRECHECK,13.957492999907117,6356,True,True,
False,1,68,4.0,1.0,2694,False,0,,True,False,144,True,900,False,4.0,0.0,137,True,True,900,0,dg6,8,hub_aware,405,scale_free_pos,,1.8203139998149709,281,True,True,0.31222222222222223
,0,69,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,0,dijkstra,415,,,scale_free_no_pos,,6.607203999919875,3233,True,True,
,0,69,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,0,bidir,8,,,scale_free_no_pos,,4.271285999493557,68,True,True,
,0,69,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,0,astar,415,,,scale_free_no_pos,,6.775106000532105,3233,True,True,
,0,69,4.0,1.0,2694,False,0,,True,True,,True,900,False,4.0,0.0,,False,False,900,0,dg5_clean,8,,,scale_free_no_pos,EXACT_PRECHECK,11.348934999659832,6356,True,True,
False,1,69,4.0,1.0,2694,False,0,,True,False,144,True,900,False,4.0,0.0,137,True,True,900,0,dg6,8,hub_aware,405,scale_free_no_pos,,1.0083750003104797,281,True,True,0.31222222222222223
,0,70,1.384530131063209,1.0,4151,False,0,,True,False,,True,900,False,1.384530131063209,0.0,,False,False,900,1,dijkstra,900,,,random_geometric,,15.276515000550717,8294,True,True,
,0,70,1.384530131063209,1.0,4151,False,0,,True,False,,True,900,False,1.384530131063209,0.0,,False,False,900,1,bidir,1016,,,random_geometric,,25.294539999777044,6396,True,True,
,0,70,1.384530131063209,1.0,4151,False,0,,True,False,,True,900,False,1.384530131063209,0.0,,False,False,900,1,astar,231,,,random_geometric,,3.7592070002574474,2117,True,True,
,0,70,1.4923751271343466,1.0778928487372978,4151,False,0,,False,False,,True,900,False,1.4923751271343466,0.0,,False,False,900,1,dg5_clean,92,,90,random_geometric,,11.043335999602277,9292,True,True,
True,1,70,1.452068264038064,1.0487805439979778,4151,False,0,,False,False,30,True,900,False,1.452068264038064,0.0,375,False,False,900,1,dg6,4,geometric_corridor,405,random_geometric,,3.277462999903946,405,True,True,0.45
,0,71,1.3499512832440772,1.0,4490,False,0,,True,False,,True,900,False,1.3499512832440772,0.0,,False,False,900,1,dijkstra,684,,,clustered,,13.86367200029781,6816,True,True,
,0,71,1.3499512832440774,1.0000000000000002,4490,False,0,,True,False,,True,900,False,1.3499512832440772,0.0,,False,False,900,1,bidir,708,,,clustered,,21.664799000063795,4611,True,True,
,0,71,1.3499512832440772,1.0,4490,False,0,,True,False,,True,900,False,1.3499512832440772,0.0,,False,False,900,1,astar,357,,,clustered,,7.2292479999305215,3561,True,True,
,0,71,1.8194450781384797,1.3477857317681559,4490,False,0,,False,True,,True,900,False,1.8194450781384797,0.0,,False,False,900,1,dg5_clean,991,,90,clustered,,18.75279599971691,10585,True,False,
False,1,71,1.3499512832440772,1.0,4490,False,0,,True,False,186,True,900,False,1.3499512832440772,0.0,40,True,True,900,1,dg6,4,portal,405,clustered,,9.285375999752432,226,True,True,0.2511111111111111
,0,72,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,1,dijkstra,829,,,scale_free_pos,,10.466008999173937,5122,True,True,
,0,72,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,1,bidir,8,,,scale_free_pos,,5.461232000016025,62,True,True,
,0,72,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,1,astar,319,,,scale_free_pos,,5.806301000120584,2583,True,True,
,0,72,4.0,1.0,2694,False,0,,True,True,,True,900,False,4.0,0.0,,False,False,900,1,dg5_clean,8,,,scale_free_pos,EXACT_PRECHECK,13.565373999881558,6350,True,True,
True,0,72,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,0,False,False,900,1,dg6,9,hub_aware,405,scale_free_pos,,7.701466999606055,405,True,True,0.45
,0,73,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,1,dijkstra,829,,,scale_free_no_pos,,10.77791699935915,5122,True,True,
,0,73,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,1,bidir,8,,,scale_free_no_pos,,4.497654999795486,62,True,True,
,0,73,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,1,astar,829,,,scale_free_no_pos,,11.019049999958952,5122,True,True,
,0,73,4.0,1.0,2694,False,0,,True,True,,True,900,False,4.0,0.0,,False,False,900,1,dg5_clean,8,,,scale_free_no_pos,EXACT_PRECHECK,11.603347999880498,6350,True,True,
True,0,73,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,0,False,False,900,1,dg6,5,hub_aware,405,scale_free_no_pos,,5.774702999588044,405,True,True,0.45
,0,74,1.4827500996028693,1.0,4217,False,0,,True,False,,True,900,False,1.4827500996028693,0.0,,False,False,900,2,dijkstra,900,,,random_geometric,,15.904697999758355,8426,True,True,
,0,74,1.4827500996028693,1.0,4217,False,0,,True,False,,True,900,False,1.4827500996028693,0.0,,False,False,900,2,bidir,1111,,,random_geometric,,27.330097999765712,6969,True,True,
,0,74,1.4827500996028693,1.0,4217,False,0,,True,False,,True,900,False,1.4827500996028693,0.0,,False,False,900,2,astar,383,,,random_geometric,,6.826813999396109,3623,True,True,
,0,74,1.652906049766085,1.1147569979653276,4217,False,0,,False,False,,True,900,False,1.652906049766085,0.0,,False,False,900,2,dg5_clean,92,,90,random_geometric,,12.817621999602125,9424,True,False,
True,1,74,1.6230012877382634,1.0945885541825005,4217,False,0,,False,False,30,True,900,False,1.6230012877382634,0.0,375,False,False,900,2,dg6,4,geometric_corridor,405,random_geometric,,3.6557909998009563,405,True,True,0.45
,0,75,1.9488229101373105,1.0,4486,False,0,,True,False,,True,900,False,1.9488229101373105,0.0,,False,False,900,2,dijkstra,823,,,clustered,,15.620471000147518,8227,True,True,
,0,75,1.9488229101373107,1.0000000000000002,4486,False,0,,True,False,,True,900,False,1.9488229101373105,0.0,,False,False,900,2,bidir,852,,,clustered,,24.582362000728608,5601,True,True,
,0,75,1.9488229101373105,1.0,4486,False,0,,True,False,,True,900,False,1.9488229101373105,0.0,,False,False,900,2,astar,677,,,clustered,,13.535299000068335,6743,True,True,
,0,75,4.09889871185118,2.1032689479016744,4486,False,0,,False,True,,True,900,False,4.09889871185118,0.0,,False,False,900,2,dg5_clean,1660,,90,clustered,,23.061156000039773,11016,True,False,
False,1,75,1.9488229101373105,1.0,4486,False,0,,True,False,232,True,900,False,1.9488229101373105,0.0,52,True,True,900,2,dg6,5,portal,405,clustered,,9.564625000166416,284,True,True,0.31555555555555553
,0,76,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,2,dijkstra,771,,,scale_free_pos,,10.200540999903751,4911,True,True,
,0,76,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,2,bidir,8,,,scale_free_pos,,5.778048999673047,47,True,True,
,0,76,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,2,astar,260,,,scale_free_pos,,5.213030000049912,2278,True,True,
,0,76,4.0,1.0,2694,False,0,,True,True,,True,900,False,4.0,0.0,,False,False,900,2,dg5_clean,8,,,scale_free_pos,EXACT_PRECHECK,14.898666999215493,6335,True,True,
False,1,76,4.0,1.0,2694,False,0,,True,False,144,True,900,False,4.0,0.0,64,True,True,900,2,dg6,5,hub_aware,405,scale_free_pos,,1.641013999687857,208,True,True,0.2311111111111111
,0,77,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,2,dijkstra,771,,,scale_free_no_pos,,9.724756000650814,4911,True,True,
,0,77,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,2,bidir,8,,,scale_free_no_pos,,4.643623999982083,47,True,True,
,0,77,4.0,1.0,2694,False,0,,True,False,,True,900,False,4.0,0.0,,False,False,900,2,astar,771,,,scale_free_no_pos,,9.835802999987209,4911,True,True,
,0,77,4.0,1.0,2694,False,0,,True,True,,True,900,False,4.0,0.0,,False,False,900,2,dg5_clean,8,,,scale_free_no_pos,EXACT_PRECHECK,10.809699999299482,6335,True,True,
False,1,77,4.0,1.0,2694,False,0,,True,False,144,True,900,False,4.0,0.0,64,True,True,900,2,dg6,5,hub_aware,405,scale_free_no_pos,,0.82097300037276,208,True,True,0.2311111111111111
